"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"Protein digestion and absorption_Homo sapiens_hsa04974",-0.171482966766076,0.312546838791921,0.210538405088211,0.484029805557997,0.382021371854286,-0.102008433703711,8,0.114903848104618,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00985522900093683,0.0121589883331687,-1.90466191177139,3.47145883184762,2.33845080184338,5.37612074361901,4.24311271361477,-1.13300803000424,11.6319450597957,0.0818411149743476,0.00482577002585519,0.0381113773969425,0.000185297803309311,0.00122165294807265,0.280024764901755,-5.80430369740239,-3.08163057323426,-5.0239095011632,0.243513685472166,-1.62339379008646,-6.62802915973001,11.5562504197452,0.000830955430682283
"Renin-angiotensin system_Homo sapiens_hsa04614",0.231772729530462,1.19067759446485,0.972179429363325,0.958904864934392,0.740406699832862,-0.21849816510153,8,0.0833264495239825,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.015922051564274,0.00785388057222389,3.20306549031087,16.4549915800835,13.4353786439509,13.2519260897726,10.23231315364,-3.01961293613264,11.6319450597957,0.0078700369801086,2.04748151559286e-09,1.93931204422978e-08,2.25502661435058e-08,3.65542843477193e-07,0.0110120287571383,-3.53544679978119,12.2072446779022,9.94712607650123,9.71838453649571,6.87481703053286,-3.65311083568331,125.161269264864,4.00510558310441e-09
"Glutathione metabolism_Homo sapiens_hsa00480",0.150722759866285,0.110383971257345,-0.0804115155197929,-0.0403387886089395,-0.231134275386078,-0.190795486777138,8,0.103629235870741,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00119917869160886,0.0104644302729788,1.80454066436568,1.32158119321042,-0.962733496702622,-0.482959471155261,-2.7672741610683,-2.28431468991304,11.6319450597957,0.0970791041022063,0.211711572850824,0.355268881748613,0.638086637338159,0.0174855126547668,0.0419975677216061,-5.95932634754636,-6.6737067324329,-6.96528821208895,-7.47810252847276,-4.31881225626947,-4.95834344783956,3.17315823018623,0.0649376159126933
"Cyanoamino acid metabolism_Homo sapiens_hsa00460",-1.06753466890492,-0.530336490574984,-0.136765015968548,0.537198178329932,0.930769652936368,0.393571474606436,8,0.429645851156043,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.02796587720841,0.130036204723227,-3.6257301223497,-1.80121268645207,-0.464502982923704,1.82451743589763,3.161227139426,1.33670970352837,11.6319450597957,0.00365059097066677,0.0976272239381824,0.650861132522292,0.093847072502341,0.00849602347501107,0.206874559036224,-2.75778468509034,-6.00564259301937,-7.33214413844193,-6.01800213355956,-3.60074425184385,-6.38793797092595,5.28584380258996,0.0155338365069099
"Taurine and hypotaurine metabolism_Homo sapiens_hsa00430",-0.362655807585513,0.0530972600058452,-0.0321053391866479,0.415753067591358,0.330550468398865,-0.0852025991924931,8,0.491017452067049,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00299219469235905,0.168896485117164,-1.0807617363576,0.158236779115185,-0.0956781096564391,1.23899851547278,0.985083626701158,-0.253914888771624,11.6319450597957,0.301701690374629,0.876984043605688,0.925404775199976,0.239764965616649,0.344630392021036,0.803993920576936,-6.91056193387222,-7.54118952403513,-7.44288489996586,-6.82227602359654,-6.9966198897795,-7.251259695562,0.628703158897539,0.610687056289312
"Chemical carcinogenesis_Homo sapiens_hsa05204",0.414294192713389,-0.0510025338563891,-0.140528612789441,-0.465296726569778,-0.55482280550283,-0.0895260789330518,8,0.121104284561508,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0130763471768503,0.0131654259821659,4.42218612240165,-0.544402266297456,-1.50000577417637,-4.9665883886991,-5.92219189657801,-0.95560350787891,11.6319450597957,0.000896503183755031,0.596446662269997,0.160257708422953,0.000359037363331008,7.95778407458649e-05,0.358711648523,-1.31477809396592,-7.39625596438639,-6.33501562144872,-0.447987534461102,1.22187818230873,-6.81094906978733,13.7924427330333,0.000384771281383435
"Metabolism of xenobiotics by cytochrome P450_Homo sapiens_hsa00980",0.287073962773241,-0.303173817283521,-0.176478900516808,-0.590247780056762,-0.463552863290048,0.126694916766714,8,0.125540620735964,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00764029835223447,0.0139179740452741,2.98024125811035,-3.14738093945794,-1.83210520182768,-6.12762219756829,-4.81234645993803,1.31527573763026,11.6319450597957,0.0118361349628169,0.00871407423517328,0.0926452494671962,5.85309949203792e-05,0.000463414244397487,0.213754766734113,-3.94383546858948,-3.67814516503338,-5.85260027790379,1.45317587165004,-0.61889471042704,-6.41460776397977,14.0968061196298,0.000349070504370012
"Drug metabolism - cytochrome P450_Homo sapiens_hsa00982",0.433735110287467,-0.267624683250747,-0.517231752124316,-0.701359793538215,-0.950966862411783,-0.249607068873569,8,0.134477433835687,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0014488068867932,0.0155161471757798,4.26459961610453,-2.63135746768299,-5.08556093161215,-6.89595708378753,-9.35016054771669,-2.45420346392916,11.6319450597957,0.00117687682383905,0.0224150906223239,0.00029555062442165,1.95169705468862e-05,9.38731653091672e-07,0.0309296328192379,-1.59611251060407,-4.61503450175325,-0.101874242282999,2.6098029252026,5.88690893651669,-4.66558652756361,31.9961038349048,6.61611488981409e-06
"Retinol metabolism_Homo sapiens_hsa00830",0.687429031950448,0.164010176801653,0.462252608235791,-0.523418855148795,-0.225176423714657,0.298242431434138,8,0.178475796958367,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.043662269342434,0.0249862262162903,5.32626984481619,1.27076748048166,3.58158008099868,-4.05550236433453,-1.74468976381752,2.31081260051702,11.6319450597957,0.000200581286392079,0.228638347697167,0.00395339111236425,0.00169648762938269,0.107373033303502,0.0400501826127062,0.243271749240147,-6.73601075704536,-2.77650047997957,-2.05886959090585,-6.03791367934361,-4.91317072709936,11.2737688332759,0.000922837212021333
"Steroid hormone biosynthesis_Homo sapiens_hsa00140",-0.0266214506201461,-0.780404636933454,0.274624812563654,-0.753783186313308,0.3012462631838,1.05502944949711,8,0.139195607448732,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0377075339588142,0.016404209776043,-0.254565584161108,-7.46255961471389,2.62607875254161,-7.20799403055278,2.88064433670272,10.0886383672555,11.6319450597957,0.803503244791351,9.11663616513495e-06,0.0226319212186096,1.27709093369075e-05,0.0142068361024584,4.24289888228687e-07,-7.47809360339349,3.45365450794982,-4.5199446646012,3.05703570919075,-4.1136017706522,6.84799145800768,37.4474671831117,2.92534148587166e-06
"Drug metabolism - other enzymes_Homo sapiens_hsa00983",0.293565536955596,0.0945782087036996,-0.314792936598988,-0.198987328251897,-0.608358473554584,-0.409371145302688,8,0.0967609734143318,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0058750113295209,0.00951784220435267,3.68537299938755,1.18731912574526,-3.95185824933975,-2.49805387364229,-7.6372312487273,-5.13917737508501,11.6319450597957,0.00327886191044615,0.258783030362401,0.00203738132644482,0.0285670502370449,7.2668692778277e-06,0.000270912131332764,-2.64828850375534,-6.83427792171018,-2.09941899665589,-4.89878945699989,3.73669008851335,0.132571315474072,20.2646004780986,6.45572195201886e-05
"Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860",0.0506774815181285,-0.496114715747764,-0.778945390263131,-0.546792197265893,-0.829622871781259,-0.282830674515367,8,0.088582197753578,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00351596657891272,0.0084752786712944,0.674192101128733,-6.60010348957888,-10.3627649518885,-7.27429559070762,-11.0369570530173,-3.76266146230966,11.6319450597957,0.513364923986601,2.95152815650691e-05,3.19749341404303e-07,1.16886569811852e-05,1.63559623626633e-07,0.00285420374835125,-7.27169577424428,2.21653710090181,7.04900219687198,3.1504393929058,7.71467211876883,-2.29239938185674,56.7150361869253,3.20222963747819e-07
"Ascorbate and aldarate metabolism_Homo sapiens_hsa00053",0.658170482526882,0.822197807826276,1.0463215972521,0.164027325299394,0.388151114725218,0.224123789425824,8,0.163768304854708,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0521873444686566,0.0215243443734418,5.49438470960384,6.86367921916946,8.73465695878485,1.36929450956561,3.24027224918101,1.8709777396154,11.6319450597957,0.000153752938070875,2.0406633151695e-05,1.89114323037645e-06,0.196764770163818,0.00735258848797963,0.0867049684983013,0.52129705586389,2.60498515939419,5.19137037757957,-6.66177504113996,-3.45548000795618,-5.6330789340591,28.2445795588852,1.25028588139577e-05
"Pentose and glucuronate interconversions_Homo sapiens_hsa00040",0.289841575256076,0.701615403123455,0.556794450407771,0.411773827867379,0.266952875151695,-0.144820952715684,8,0.0999424283490993,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00700536751700045,0.00994824520574842,3.55904164883698,8.615321797695,6.83702687266917,5.05628014885802,3.27798522383219,-1.77829492502583,11.6319450597957,0.00411776852541403,2.17562637800083e-06,2.11738662434881e-05,0.000309992209280638,0.00686320347206315,0.101478349578933,-2.8803585981409,4.96295975440396,2.65696064811242,-0.294657918484253,-3.38611048525442,-5.77500442721876,28.851495417561,1.12251820717402e-05
"Starch and sucrose metabolism_Homo sapiens_hsa00500",0.141362487676157,0.903098651515036,0.570551300369075,0.761736163838879,0.429188812692918,-0.332547351145962,8,0.114138808978438,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00908109228718964,0.0120384742878689,1.57795307471854,10.080802321454,6.36875590902532,8.50284924673549,4.79080283430678,-3.71204641242871,11.6319450597957,0.141368943645467,4.27773866586892e-07,4.11153090364192e-05,2.48614633224125e-06,0.000480355198792657,0.00312541551538212,-6.2919174738025,6.67310852711006,1.96078719216884,4.78360745444741,-0.656231459190015,-2.38480128358091,42.2838481428215,1.54382448419571e-06
"Galactose metabolism_Homo sapiens_hsa00052",0.108844733718518,0.946060089106857,0.71841907094667,0.837215355388338,0.609574337228152,-0.227641018160186,8,0.054309183812637,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.010100786891906,0.0051070933593564,1.86537500118163,16.2135252625029,12.31222613656,14.3481502613212,10.4468511353783,-3.90129912594291,11.6319450597957,0.0875391588611058,2.41550096459427e-09,5.03222925406123e-08,9.4000865694814e-09,2.93533953903503e-07,0.00222866625658825,-5.8656723823002,12.0391492819128,8.96678267701323,10.6258906317446,7.10419151978107,-2.04004120107412,124.695864534489,4.08996636391019e-09
"Butirosin and neomycin biosynthesis_Homo sapiens_hsa00524",0.0804800501832789,0.976202836487005,0.808614130988503,0.895722786303726,0.728134080805224,-0.167588705498502,8,0.219579908353099,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00321179401617759,0.0362391858671974,0.517779261584989,6.2805326622228,5.2023281135752,5.76275340063781,4.68454885199021,-1.0782045486476,11.6319450597957,0.614317532001519,4.67436647614882e-05,0.000244640047934242,0.000101411674540386,0.000573943591628863,0.302794380658696,-7.36958620890359,1.73295564824482,0.0951530704895172,0.8755868586047,-0.841204146053781,-6.68726652862761,20.5157089063733,6.08364299037019e-05
"Amino sugar and nucleotide sugar metabolism_Homo sapiens_hsa00520",0.036813981513889,0.683324922169077,0.499131330521761,0.646510940655188,0.462317349007872,-0.184193591647316,8,0.0389826466616464,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00132455837917016,0.00412370446039051,0.702125349679447,13.0325417190106,9.51955603732626,12.3304163693312,8.81743068764681,-3.51298568168436,11.6319450597957,0.496410909420893,2.70737035216447e-08,7.79050992718028e-07,4.95215996519759e-08,1.71742926151404e-06,0.00447575416983421,-7.2516985973329,9.55458207224064,6.11955181932485,8.89868199371395,5.25293299400079,-2.74921263775877,83.8482318307426,3.75512547848754e-08
"Fructose and mannose metabolism_Homo sapiens_hsa00051",-0.0774564150015661,0.653040884191784,0.332305300291877,0.73049729919335,0.409761715293443,-0.320735583899907,8,0.10147627571572,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0263932352548346,0.0101607259540531,-0.941110573205009,7.93457431299408,4.03757431363726,8.87568488619909,4.97868488684227,-3.89699999935682,11.6319450597957,0.365782727999261,4.98019662266675e-06,0.00175093315401829,1.6054901912734e-06,0.00035197208027337,0.00224576474365419,-7.05099886491283,4.09067752313884,-1.94388017657847,5.24484178136271,-0.332571146208203,-2.04784863597711,33.1494765623548,5.51263500581475e-06
"Pentose phosphate pathway_Homo sapiens_hsa00030",0.255812438517822,0.918580018688969,0.513199864771853,0.662767580171147,0.257387426254031,-0.405380153917116,8,0.0402068336173684,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0187771957466819,0.0041903779037671,4.83994795526539,17.379449994538,9.70969453454453,12.5395020392726,4.86974657927915,-7.6697554599935,11.6319450597957,0.000442620915064467,1.10944374888144e-09,6.33900081500858e-07,4.12442163630529e-08,0.000421267941288689,6.96917513038602e-06,-0.582206572151415,12.8278959931176,6.33500741834903,9.0895527558035,-0.519696597334845,3.94539289165589,109.921206371986,8.30424596237447e-09
"Carbon metabolism_Homo sapiens_hsa01200",0.52817215647225,0.22260098598874,0.356215236046901,-0.30557117048351,-0.171956920425349,0.133614250058161,8,0.103635370641955,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0126433868509374,0.0104653047756937,6.32332046136071,2.66499729713719,4.26463807897104,-3.65832316422352,-2.05868238238967,1.59964078183385,11.6319450597957,4.39179547795467e-05,0.0210804678577826,0.00117679822074643,0.00344238651494203,0.062643562522288,0.136469774255073,1.83514611649388,-4.55493946067806,-1.53480072794258,-2.78455302792741,-5.54573955878303,-6.03653968040645,14.2423470586306,0.000333378346777992
"Biosynthesis of amino acids_Homo sapiens_hsa01230",0.0993774346082551,0.447795955758369,0.266095518670417,0.348418521150114,0.166718084062161,-0.181700437087953,8,0.0810150098457701,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0108272647337598,0.0075926239256288,1.39681042069615,6.29404512014769,3.74013471815372,4.89723469945154,2.34332429745757,-2.55391040199397,11.6319450597957,0.188549811215329,4.58309641082904e-05,0.00297178905464518,0.000402528807891252,0.0377789901127422,0.0258108404013872,-6.53678393234006,1.75368587963593,-2.48572100889134,-0.567253340245558,-5.06781358569953,-4.49067347053385,15.2585376402899,0.000244163053046007
"2-Oxocarboxylic acid metabolism_Homo sapiens_hsa01210",0.194079807937547,-0.169612467140327,0.0165363286947706,-0.363692275077874,-0.177543479242776,0.186148795835098,8,0.136170320137173,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00850480243316542,0.0158312627461325,1.88915766570835,-1.65099448470685,0.160963329716667,-3.5401521504152,-1.72819433599168,1.81195781442352,11.6319450597957,0.0840479484254003,0.125457178702943,0.874883988814647,0.00426091267375989,0.110377385190442,0.095867501697031,-5.82860322952927,-6.22898874636464,-7.43383120842648,-3.00194257378348,-6.06252307757175,-5.72391869074202,4.18718878337401,0.0313543462224377
"Citrate cycle (TCA cycle)_Homo sapiens_hsa00020",0.748809387518885,-0.283699486241964,0.186236497467141,-1.03250887376085,-0.562572890051744,0.469935983709105,8,0.127626966004147,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.000592045187720889,0.0142812460476348,7.67421317825873,-2.90750940395816,1.90865473504635,-10.5817225822169,-5.76555844321237,4.81616413900452,11.6319450597957,6.92940207970238e-06,0.0135242411595422,0.0812814594466822,2.5620029600022e-07,0.000100976917123767,0.00046047816936459,3.7769692343106,-4.11698399754285,-5.73358993152291,7.17698241390865,0.972272718652555,-0.417273788826612,39.9000126200016,2.09705356143041e-06
"Pyruvate metabolism_Homo sapiens_hsa00620",0.440597878322589,0.171255546273459,0.266015727486068,-0.26934233204913,-0.17458215083652,0.0947601812126099,8,0.111007566351396,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0432074977959144,0.0115536109745484,5.02029411279822,1.95133307044935,3.03105678968399,-3.06896104234887,-1.98923732311422,1.07972371923464,11.6319450597957,0.000328764994541274,0.0755154120572043,0.0107834642761991,0.0100598772743554,0.0707134431480689,0.302144877721263,-0.272494756875288,-5.77170905358443,-3.78774441554852,-3.86922310456535,-5.65816118641448,-6.68565661060507,8.78995821835312,0.00254150665262165
"Glycolysis / Gluconeogenesis_Homo sapiens_hsa00010",0.506918642904664,0.707682117669856,0.463159875654228,0.200763474765192,-0.0437587672504357,-0.244522242015627,8,0.0644262166025574,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0115841015411001,0.00593326640824867,8.06003575896939,11.252186626474,7.36426882724646,3.19215086750463,-0.695766931722931,-3.88791779922756,11.6319450597957,4.2590669840504e-06,1.33003128442975e-07,1.0374113403872e-05,0.00802870593501348,0.500240194717606,0.00228233317152329,4.28901287689288,7.8968609200511,3.40582345452944,-3.64295935942797,-7.24437742305123,-2.0643464603381,45.2663598784267,1.07515838928564e-06
"Glycine, serine and threonine metabolism_Homo sapiens_hsa00260",0.0965113997482222,0.0221540005201941,0.039689624158747,-0.0743573992280281,-0.0568217755894752,0.017535623638553,8,0.112213145415246,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0306212530689425,0.0117386945287365,1.09097385598708,0.250430886259123,0.448655209893417,-0.840542969727953,-0.642318646093659,0.198224323634293,11.6319450597957,0.297367686634014,0.806622618458862,0.661923757514405,0.417547456166834,0.533121681579067,0.84629161274824,-6.8996631368986,-7.52086344865368,-7.33983742563232,-7.2317008378509,-7.28165357627998,-7.26480840527134,0.435434948360549,0.731760894674508
"Glyoxylate and dicarboxylate metabolism_Homo sapiens_hsa00630",-0.0767879382115613,-0.652657041296915,-0.330778130485712,-0.575869103085354,-0.253990192274151,0.321878910811203,8,0.109553595366056,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0281549766654243,0.011333053172405,-0.883415821733858,-7.50856931278946,-3.80547571351028,-6.62515349105561,-2.92205989177642,3.70309359927919,11.6319450597957,0.394903551491344,8.5849899450881e-06,0.00264373883101961,2.84868763654972e-05,0.0131682977123404,0.00317607914387588,-7.1041699839252,3.51695715524764,-2.36621945298566,2.21125771656354,-4.0382870331815,-2.40115832682513,22.9641128402279,3.51285411515746e-05
"Pantothenate and CoA biosynthesis_Homo sapiens_hsa00770",0.590136778320226,0.532338481528178,0.0353268691411758,-0.0577982967920483,-0.55480990917905,-0.497011612387002,8,0.121897571667435,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00656289887039443,0.0132980058650809,6.2676545377159,5.65379725840503,0.375195411996232,-0.613857279310863,-5.89245912571967,-5.2786018464088,11.6319450597957,4.76315296119315e-05,0.000119931794590422,0.714266910252452,0.551126135592465,8.32360018133419e-05,0.000216444157787592,1.74989571764464,0.743720576044963,-7.37211336752393,-7.40232697624561,1.17475910701769,0.365637811590386,22.391870200172,3.97580119579078e-05
"Cysteine and methionine metabolism_Homo sapiens_hsa00270",-0.34573613776452,-0.0710725616843965,-0.194960724272248,0.274663576080124,0.150775413492272,-0.123888162587852,8,0.0763391772567995,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00400052702697054,0.00708659551350486,-5.03004167409997,-1.03401961238153,-2.83644219040258,3.99602206171845,2.19359948369739,-1.80242257802105,11.6319450597957,0.000323564740261837,0.322146898468912,0.0154053917950038,0.00188419274737925,0.0493721779361229,0.0974276311168521,-0.255873634756687,-7.0008883633981,-4.14196923942565,-2.16688990147155,-5.32237773056795,-5.73844374819562,9.74078637730766,0.0016888659210181
"Phenylalanine, tyrosine and tryptophan biosynthesis_Homo sapiens_hsa00400",0.669670433304211,0.395680878632911,0.0655431494097099,-0.2739895546713,-0.604127283894501,-0.330137729223201,8,0.251239961860326,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0491815420396748,0.0464910790503892,3.80383737392352,2.24753197907281,0.372295787495297,-1.5563053948507,-3.43154158642822,-1.87523619157752,11.6319450597957,0.00265149088573856,0.0448514465196894,0.716366890221559,0.146410932424404,0.00518856133742842,0.0860757926066135,-2.43127049334919,-5.28420892660522,-7.37327237527989,-6.41170653200241,-3.1034743043578,-5.62646376937967,6.22887630553815,0.00901789342925455
"Phenylalanine metabolism_Homo sapiens_hsa00360",0.501585709595288,0.280158331983497,-0.334564961837638,-0.221427377611791,-0.836150671432926,-0.614723293821135,8,0.163757677397496,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00255595973232478,0.0215219504361636,4.18745324373931,2.33888225597867,-2.79309220316292,-1.84857098776064,-6.98054544690223,-5.13197445914159,11.6319450597957,0.00134607088711546,0.0380818378483024,0.0166783563487284,0.0900852117085132,1.7376171029958e-05,0.000274092302417654,-1.73472650905151,-5.12816489804512,-4.22035030995696,-5.98092988559022,2.81991561033893,0.120459576139042,18.2148150355906,0.000107356450362246
"Tyrosine metabolism_Homo sapiens_hsa00350",0.511536815905335,0.363541463173111,-0.0679915247732761,-0.147995352732224,-0.579528340678611,-0.431532987946387,8,0.11729719067593,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0138367003278449,0.0125412024020004,5.59439255018857,3.97585000731732,-0.743585344867864,-1.61854254287125,-6.33797789505643,-4.71943535218518,11.6319450597957,0.000131509461066517,0.00195262808653095,0.471880559162108,0.13232155505805,4.29922425800238e-05,0.000541269817363356,0.684853076185616,-2.1572500428988,-7.15552643997052,-6.32378674746156,1.86795364107658,-0.584517548288725,18.786707376026,9.27340913605004e-05
"Ubiquinone and other terpenoid-quinone biosynthesis_Homo sapiens_hsa00130",0.445696366005607,-0.0975284737371224,-0.124235470107546,-0.54322483974273,-0.569931836113153,-0.0267069963704234,8,0.307870304645112,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00661391355488909,0.0682673896391549,2.08919065298015,-0.457162299879404,-0.582350682468912,-2.54635295285955,-2.67154133544906,-0.125188382589508,11.6319450597957,0.059377685895326,0.655974716494046,0.571446032878413,0.0261679870689079,0.0208300758457118,0.902511950545237,-5.50757262564721,-7.44256406361145,-7.26693935460874,-4.81359179761603,-4.49079334743436,-7.27754490057528,3.09159431149792,0.0691178006306939
"Terpenoid backbone biosynthesis_Homo sapiens_hsa00900",0.488305765018951,0.338546417030763,0.685745331300331,-0.149759347988188,0.19743956628138,0.347198914269568,8,0.204598927748905,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.040494335630793,0.0318687285559313,3.35007949497714,2.32263776314155,4.7046370076675,-1.02744173183559,1.35455751269036,2.38199924452595,11.6319450597957,0.00601759806908714,0.0392093373739194,0.000554884913603258,0.325104644484986,0.201285305444142,0.0352383774167634,-3.26495969289194,-5.1560819094548,-0.756862153122087,-7.05593061318167,-6.57900195262166,-4.79089011362984,7.88594519062957,0.00385561140645277
"Synthesis and degradation of ketone bodies_Homo sapiens_hsa00072",-0.000177786799760549,-0.717229935367007,0.133047852293294,-0.717052148567247,0.133225639093055,0.850277787660301,8,0.111568041855444,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0797265514296756,0.0116394079246249,-0.00201827201077777,-8.14214050645393,1.51038635455115,-8.14012223444315,1.51240462656193,9.65252686100508,11.6319450597957,0.998423852900993,3.84830563574001e-06,0.157623174488149,3.85787710564435e-06,0.157115283046972,6.74211448206506e-07,-7.51307837815226,4.36230581410155,-6.32087017587052,4.32003344370451,-6.37098088299486,6.37006385361,38.3826592648034,2.57081815674487e-06
"Butanoate metabolism_Homo sapiens_hsa00650",-0.193028634942441,-0.732658949088544,0.24427375801914,-0.539630314146103,0.437302392961581,0.976932707107684,8,0.136094014376451,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0663800398010834,0.0158169742761952,-1.87977411442124,-7.13486539241387,2.37881538816093,-5.25509127799263,4.25858950258217,9.5136807805748,11.6319450597957,0.0854099208505184,1.40900539109215e-05,0.0354411499708295,0.000224750458332923,0.00118922650847482,7.84070878822477e-07,-5.84325890474506,2.99503147547594,-4.95431381443307,0.0414688419362692,-1.59562664806474,6.21403146584302,32.7267180710467,5.89003412315767e-06
"Valine, leucine and isoleucine degradation_Homo sapiens_hsa00280",0.480236642337388,-0.435736865908566,0.306421664580083,-0.915973508245954,-0.173814977757305,0.74215853048865,8,0.0545538280326548,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0455043153604273,0.00512541030049377,8.21554927434533,-7.45427853047008,5.24204540459866,-15.6698278048154,-2.97350386974667,12.6963239350687,11.6319450597957,3.51691345832404e-06,9.21601126273206e-06,0.000229504034539741,3.53443195663069e-09,0.0119832246633131,3.60198046414018e-08,4.49039786701794,3.44223274307059,0.161756089043634,11.6339843155743,-3.94451558154693,9.36764408276234,94.3537380788435,1.94911169409579e-08
"Propanoate metabolism_Homo sapiens_hsa00640",0.38702414972071,-0.524440632985358,-0.146809044381091,-0.911464782706068,-0.533833194101801,0.377631588604267,8,0.0974993968419072,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0102715724604935,0.00961649907228611,4.83364997027399,-6.54988184036956,-1.8335381229329,-11.3835318106435,-6.66718809320689,4.71634371743665,11.6319450597957,0.000447277626795629,3.16981841578838e-05,0.0924198650670337,1.17425439070164e-07,2.68460424853171e-05,0.000544085038336601,-0.593096330703568,2.14146185324856,-5.85039678311358,7.99556248927197,2.36263716219957,-0.58988194804355,44.3178463035531,1.20334731248465e-06
