"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"auditory receptor cell stereocilium organization (GO:0060088)",-0.413933612358795,0.133053720205122,-0.772298913838266,0.546987332563917,-0.358365301479471,-0.905352634043388,8,0.237702254449202,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0176078858932803,0.0477071237279735,-2.32105112301002,0.746072504097765,-4.33051389822858,3.06712362710778,-2.00946277521856,-5.07658640232635,10.5879122222204,0.0413536757860099,0.47186366665229,0.00130355097146456,0.0111694486616622,0.0706660760651035,0.000401953272207207,-4.51891919281191,-6.8367838759929,-1.32149022766964,-3.46951369655687,-5.20959969420969,0.156396786587928,10.6523617681641,0.00156477630500481
"BMP signaling pathway (GO:0030509)",-0.146831065241969,-0.582335130700673,-0.227609940568569,-0.435504065458704,-0.0807788753265994,0.354725190132104,8,0.156649168911015,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00268205060759013,0.0235562626487579,-1.17168369152254,-4.646922465067,-1.81628359743302,-3.47523877354446,-0.644599905910481,2.83063886763398,10.5879122222204,0.267015425378118,0.000783985919150904,0.0977124814425555,0.0054876574622151,0.532903234411274,0.0169234567253377,-6.17263459241779,-0.764194975633262,-5.60670449766862,-2.75259834209639,-6.84432566573701,-3.61867562029223,7.7951545244059,0.00497320516122045
"cardiovascular system development (GO:0072358)",-0.420698870720519,0.219766002151323,-0.204355182528419,0.640464872871842,0.2163436881921,-0.424121184679742,8,0.309628728601949,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0349238221902883,0.0774524310022876,-1.85139654533159,0.967138363046832,-0.899318979168507,2.81853490837842,0.952077566163081,-1.86645734221534,10.5879122222204,0.0921771394694336,0.355047048685226,0.388478212463563,0.0172877207126132,0.3622864453826,0.0898923988763153,-5.26589837874377,-6.64445292342743,-6.74375008261312,-3.90468458282667,-6.59333508777512,-5.20736093213782,2.91767568994728,0.0837718695262249
"chromatin remodeling at centromere (GO:0031055)",-0.288936573202347,-0.206062821450877,-0.66373857682155,0.0828737517514693,-0.374802003619203,-0.457675755370673,8,0.110040592169452,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0137176805811505,0.0141643977109873,-2.9733709294315,-2.12053876097433,-6.83036061233181,0.852832168457173,-3.8569896829003,-4.70982185135748,10.5879122222204,0.0131672496441565,0.0584695072197403,3.43717721039093e-05,0.412629042341686,0.00285921316194655,0.000709785564454451,-3.40470629001647,-5.09629137757364,2.46313547389125,-6.73790556524703,-2.03904583199375,-0.42404266832312,16.2962599013926,0.000275436844014701
"pre-miRNA processing (GO:0031054)",0.676239768223017,1.08581563238712,1.22189605848896,0.409575864164106,0.545656290265939,0.136080426101833,8,0.296715740469578,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0413304854731427,0.071536462853766,3.09658214565429,4.97207863056855,5.5952070498676,1.87549648491426,2.4986249042133,0.623128419299049,10.5879122222204,0.0106073750727198,0.000471734225748442,0.000185854353623072,0.088546319014484,0.030330646245903,0.546387866391549,-3.19013858059339,-0.237376655949053,0.70255951010277,-5.47064373121673,-4.40452452745474,-6.62753014375236,12.6276052213414,0.000797247557888444
"negative regulation of histone modification (GO:0031057)",-0.471644437673656,-0.0187019290648715,-0.10928347917529,0.452942508608785,0.362360958498366,-0.0905815501104185,8,0.127942888327258,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0160915486535437,0.0173835031656596,-4.38118604810543,-0.173725425652887,-1.01515297543377,4.20746062245254,3.36603307267165,-0.841427549780885,10.5879122222204,0.00120051102768016,0.865358026220821,0.332669193637569,0.00159436675200452,0.00662948465703591,0.418707078573573,-0.988640910847978,-7.11534948821564,-6.63279888345265,-1.48762382317596,-2.89418745088118,-6.46316370446782,8.33273518875039,0.00392187925565844
"regulation of histone modification (GO:0031056)",-0.527536323501044,-0.202149216909049,-0.134342065194515,0.325387106591995,0.393194258306529,0.0678071517145337,8,0.0686040064075367,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00293376664556464,0.00857128581170036,-6.97870771416835,-2.67420504827755,-1.77719327550421,4.3045026658908,5.20151443866414,0.897011772773338,10.5879122222204,2.84427068850343e-05,0.0222848142117175,0.104231290849922,0.00136001361759736,0.000332627147575442,0.389653169926965,2.83586253043509,-4.16611334987874,-5.66516377620983,-1.3237416578906,0.178779675119286,-6.41441105049379,17.566879285885,0.000199295141465095
"regulation of bone mineralization (GO:0030500)",-0.494976722683144,-0.77101355543539,-0.443039530997075,-0.276036832752246,0.0519371916860684,0.327974024438314,8,0.177174402156312,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0250599636166661,0.02873334120032,-3.57632797870692,-5.57076166191963,-3.20106905591258,-1.99443368321271,0.375258922794343,2.36969260600706,10.5879122222204,0.00461100875256065,0.000192571100602125,0.00883532449497124,0.0724894623080474,0.714876398591022,0.0379963041159437,-2.35515340920747,0.694222262436544,-3.27826602047671,-5.28620831623436,-6.98972826351783,-4.40324852732486,10.6340630714586,0.00157523796532483
"membrane hyperpolarization (GO:0060081)",0.104387779851495,1.21455910292464,0.547436305674194,1.11017132307315,0.443048525822699,-0.667122797250451,8,0.19646331294368,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0840867002107401,0.0341788450179542,0.691538875031746,8.04610306772459,3.62660732430592,7.35456419269284,2.93506844927417,-4.41949574341867,10.5879122222204,0.504108033793862,7.86097740403004e-06,0.00423013504671559,1.78164628599859e-05,0.0140840092575741,0.00112831050002221,-6.61790439182151,4.01907749159961,-2.53108921967354,3.17842896798016,-3.65000527260444,-0.896578718919169,26.7677441948828,3.00514609903742e-05
"negative regulation of bone mineralization (GO:0030502)",-0.68836230551412,-0.450001107515766,-0.334399595360651,0.238361197998355,0.35396271015347,0.115601512155115,8,0.363991798520985,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00380305201545159,0.105121780008056,-2.60025749559337,-1.69985884391107,-1.26317935685118,0.900398651682307,1.33707813874219,0.436679487059885,10.5879122222204,0.0253775886650633,0.118303752056664,0.233632132394432,0.387929233832989,0.209213750231663,0.671115162486154,-4.04872819898111,-5.74352883228249,-6.35943764446317,-6.69565206819658,-6.16873670459456,-6.73155830335805,2.33927764594327,0.131742581849787
"positive regulation of smooth muscle contraction (GO:0045987)",0.488169109417459,1.421712206428,0.79902611931222,0.933543097010539,0.310857009894762,-0.622686087115777,8,0.18089832292607,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0487645202265045,0.0297408557546775,3.46688306629752,10.0967264796731,5.67452972573092,6.62984341337563,2.2076466594334,-4.42219675394223,10.5879122222204,0.00556740632485242,9.18689961921504e-07,0.000165726940073021,4.45915906968418e-05,0.0503321494617347,0.0011233954543137,-2.54502365200937,6.22319662121587,0.822089210503925,2.22547978388751,-4.89088874162888,-0.8921320664281,35.7579671663804,7.68728870919826e-06
"negative regulation of nucleotide metabolic process (GO:0045980)",0.0766907800449929,0.0655365273674615,0.349447468966705,-0.0111542526775314,0.272756688921712,0.283910941599244,8,0.215800566735664,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00157563302876821,0.0402023564361141,0.468449769717932,0.400316324014293,2.13452759601517,-0.0681334457036387,1.66607782629724,1.73421127200088,10.5879122222204,0.648958900200933,0.696881905546381,0.0570831584831175,0.946949016554132,0.124970421922527,0.111853569679706,-6.75351202346526,-7.04524990205258,-5.10852193053415,-7.11776589078476,-5.72756027201506,-5.40386856932781,1.78730877163485,0.209764343760572
"cellular chemical homeostasis (GO:0055082)",0.224203433384043,0.18176972367705,0.351022263241384,-0.0424337097069927,0.126818829857341,0.169252539564334,8,0.0769796098660919,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00855356949979688,0.00949260107339011,2.81835225835538,2.2849387428797,4.41253005543752,-0.533413515475679,1.59417779708213,2.12759131255781,10.5879122222204,0.0172932772381112,0.0440303510333669,0.00114109067766343,0.604763629830481,0.140285306117733,0.0577666177841705,-3.67369560708619,-4.82705149099813,-1.18385744203841,-6.96764069313681,-5.82917868075598,-4.79954229013937,6.66450893691704,0.00850514492508378
"mucosal immune response (GO:0002385)",0.264310898218825,0.869029951296622,-0.240206188762432,0.604719053077797,-0.504517086981257,-1.10923614005905,8,0.310361944716627,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0339989269753852,0.0777959073312077,1.16059935519623,3.81594405648022,-1.05475464564846,2.65534470128399,-2.21535400084469,-4.87069870212868,10.5879122222204,0.271304453721264,0.00306457313285952,0.315011682039278,0.0230361707422452,0.0496667944920766,0.000551802927948559,-6.1850221262133,-2.16896340982359,-6.59232550332875,-4.18780290827744,-4.8782612271734,-0.167104239735114,8.7838803244332,0.0032383775250613
"monocarboxylic acid transport (GO:0015718)",0.467161966056391,0.0286062866528448,0.427196370979433,-0.438555679403546,-0.0399655950769573,0.398590084326589,8,0.0845822570783812,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00288702195683007,0.0104206766762534,5.60486486951402,0.343209385090275,5.12537001310051,-5.26165548442374,-0.479494856413507,4.78216062801024,10.5879122222204,0.000183269991326801,0.738158473390899,0.000373211372495338,0.000303894239680813,0.641337457466804,0.000633525697346723,0.934528181997961,-7.0680386846454,-0.0237992753685266,0.228853675398828,-6.94215977316115,-0.308064986598907,18.0976191141502,0.000175082776919526
"guanosine-containing compound catabolic process (GO:1901069)",0.435078392236752,0.124618276964255,0.259431162625356,-0.310460115272496,-0.175647229611395,0.134812885661101,8,0.0659846476949938,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00760999859380313,0.00830491717823698,5.84716691676007,1.67478753091587,3.48658388544869,-4.17237938584419,-2.36058303131137,1.81179635453282,10.5879122222204,0.000129531010327769,0.123220161057368,0.00538125477213874,0.00168919357313844,0.0386042460903953,0.0984413961850578,1.28967968681427,-5.77972655799732,-2.77626512037007,-1.54712539159436,-4.63754809594996,-5.28949732060938,12.5690415723111,0.000812387948126429
"retina homeostasis (GO:0001895)",0.281890307180335,-0.207356889332306,-0.0696899473210424,-0.489247196512641,-0.351580254501378,0.137666942011264,8,0.129478797373504,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0316052759648181,0.017682241037655,2.59631342622723,-1.90983322973844,-0.641870051200232,-4.50614665596567,-3.23818347742746,1.26796317853821,10.5879122222204,0.0255539897353404,0.0836008720867831,0.534606891582794,0.000981339561508695,0.00828111112033656,0.231983930755907,-4.05545947258808,-5.42911367474971,-6.94779770804689,-0.986733983866684,-3.11852214822452,-6.02471554749258,7.19987067932204,0.00655293242558347
"hyperosmotic salinity response (GO:0042538)",0.219684676882651,-1.01359076609881,-0.660871378445328,-1.23327544298146,-0.880556055327979,0.352719387653478,8,0.319812503084617,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0119805491403127,0.0822957560462075,0.937900301636249,-4.3273254136318,-2.8214597120842,-5.26522571526805,-3.75936001372045,1.50586570154759,10.5879122222204,0.3691974595385,0.00131033781849628,0.0171989864175489,0.000302273685510492,0.00337311264159131,0.161338687411733,-6.41376270755391,-1.29533396334138,-3.94444882819929,0.23441085411929,-2.20787486535606,-5.72348995927135,11.9481763624608,0.000995872988765183
"regulation of tumor necrosis factor biosynthetic process (GO:0042534)",0.419189020612582,-0.114564068239767,0.0679870897026162,-0.533753088852348,-0.351201930909965,0.182551157942383,8,0.186017497726191,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0307749576359688,0.0311600637597508,2.90841489262693,-0.794867770490608,0.471707641360674,-3.70328266311753,-2.43670725126625,1.26657541185128,10.5879122222204,0.0147596664426853,0.444143207712901,0.646706429533424,0.00371079773504965,0.0338017775561576,0.232461090583879,-3.51759024618977,-6.79808173544885,-7.04787229683438,-2.35424087003731,-4.50949615649836,-6.02636499016904,5.09487634072726,0.0198200107549926
"positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)",0.306629322499361,-0.40638084072532,-0.163808374351091,-0.713010163224681,-0.470437696850452,0.242572466374229,8,0.114229008264817,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0109421107169872,0.0148741386944373,3.07923900646488,-4.08096566251913,-1.64499967509967,-7.160204668984,-4.72423868156454,2.43596598741946,10.5879122222204,0.0109347158129563,0.00196508740810719,0.129298317486164,2.26441369763529e-05,0.000693847139204612,0.0338456030900928,-3.22036537345466,-1.71292805640221,-5.85761078595086,2.92961842235973,-0.582281708753906,-4.29243769198912,18.0604849737781,0.000176658664000645
"benzene-containing compound metabolic process (GO:0042537)",0.425029482981203,0.311620664790019,0.29812990870853,-0.113408818191184,-0.126899574272673,-0.0134907560814893,8,0.198081855951014,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00426329546747608,0.0346613486963295,2.79603084165102,2.04997776515946,1.96122963922603,-0.746053076491557,-0.834801202424984,-0.0887481259334272,10.5879122222204,0.0179859726052298,0.0659629238200937,0.0766751979671549,0.471874917830303,0.422266183374316,0.930938436969752,-3.71229425046131,-5.20943322166416,-5.38438896377588,-6.82539430096093,-6.69912293296706,-6.82953414806774,2.85466391220999,0.0878634671414187
"positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)",0.869609108058506,0.272217497256057,0.709082247327533,-0.597391610802449,-0.160526860730973,0.436864750071476,8,0.140772912444553,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0149140448947268,0.019988458803554,7.53320965938214,2.3581531756958,6.1426049766084,-5.17505648368634,-1.39060468277374,3.7844518009126,10.5879122222204,1.43481337592522e-05,0.0387679967979536,8.57770085585097e-05,0.000346170057012575,0.192880534567623,0.00323249421202226,3.52911821652615,-4.70494460905006,1.50917053101453,0.0935064662300835,-6.10135221437757,-1.96512325848555,23.8464660829056,5.11026736328697e-05
"neuroepithelial cell differentiation (GO:0060563)",0.623718718006824,-0.0146919102426886,0.196551692832126,-0.638410628249513,-0.427167025174698,0.211243603074815,8,0.206608391604401,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0157763343087272,0.0372685526488653,3.95697351673414,-0.0932078805111595,1.24695607290958,-4.0501813972453,-2.71001744382456,1.34016395342074,10.5879122222204,0.00241668989134085,0.92747868536808,0.239292551052888,0.00206828469190404,0.0209245168447465,0.208241813105845,-1.70111271955691,-7.1270156701615,-6.37870622761923,-1.75540232336149,-4.04165872570435,-5.93710552246274,7.12757164789406,0.00678286234174602
"cardiac epithelial to mesenchymal transition (GO:0060317)",0.571212872018505,0.962070990404189,0.629523314339039,0.390858118385684,0.0583104423205336,-0.33254767606515,8,0.360335794246311,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.018641230590719,0.103120898459481,2.17856373977004,3.66926775892283,2.40095546361297,1.49070401915279,0.222391723842931,-1.26831229530986,10.5879122222204,0.0529205272325488,0.00393252439954473,0.0359799427886268,0.165216613684203,0.828240482739278,0.231864018443335,-4.75256348081231,-2.42385637258029,-4.6675720713999,-6.02420075475435,-7.03892109577251,-6.02430039316344,4.64242093719177,0.025973704461605
"modification of morphology or physiology of other organism involved in symbiotic interaction (GO:0051817)",0.0663093637122034,-0.153419208783947,-0.059705549270003,-0.219728572496151,-0.126014912982206,0.0937136595139445,8,0.188765201665679,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00309131994621392,0.0319381524918502,0.454428535764178,-1.05140605342526,-0.409171553048248,-1.50583458918944,-0.863600088812426,0.642234500377011,10.5879122222204,0.658694954655579,0.316476946171916,0.690568479858276,0.161346563806146,0.406945618557171,0.534379262674271,-6.76037875049253,-6.56013440675498,-7.0772964180255,-6.00388892978572,-6.67425545688941,-6.61493271043561,0.817531569998439,0.511673370372799
"surfactant homeostasis (GO:0043129)",0.121729384269455,0.610481297041378,-0.0537176905617806,0.488751912771922,-0.175447074831236,-0.664198987603158,8,0.44407031500606,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0360231936779978,0.154014074481929,0.379892613716231,1.90518778148553,-0.16764197069413,1.5252951677693,-0.547534584410361,-2.07282975217967,10.5879122222204,0.711534660891813,0.0842546557275385,0.870023933886577,0.156484503971866,0.595364580963621,0.0634419188848095,-6.79349555553088,-5.43627081561085,-7.15239355302195,-5.97757056480548,-6.905126720354,-4.88697210554581,1.78751756041386,0.209726118357566
"regulation of striated muscle tissue development (GO:0016202)",0.0875219879545756,0.308149587251642,-0.00758081077565408,0.220627599297067,-0.0951027987302297,-0.315730398027297,8,0.178987689837329,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0275192635988769,0.0292213122528203,0.627065555184094,2.20778796877863,-0.0543139550286296,1.58072241359454,-0.681379510212723,-2.26210192380726,10.5879122222204,0.543900784026888,0.0503198740444281,0.957696289415945,0.143328766957836,0.510259761499666,0.0458085816326275,-6.66209746997696,-4.95431607513276,-7.16605795133184,-5.90144630906394,-6.81889327634473,-4.58115959248578,2.22509257179388,0.144655076923963
"mating behavior (GO:0007617)",-0.40990211875711,0.100410184443093,0.545927461906472,0.510312303200203,0.955829580663582,0.445517277463379,8,0.253912442414523,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0246281370760727,0.0537284555829547,-2.16582625542246,0.530543766004602,2.88455213195375,2.69637002142707,5.05037838737622,2.35400836594915,10.5879122222204,0.0540938143859259,0.606683052738781,0.0153922158148336,0.0214328765251116,0.000418356383747081,0.0390488785597711,-4.77319230962867,-6.98068369748083,-3.83421515989329,-4.11689517470253,-0.0587959274729641,-4.42934339875129,8.6018349322281,0.00349566593041562
"negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)",0.319676831139956,0.618340663622932,0.710975044502892,0.298663832482976,0.391298213362937,0.0926343808799601,8,0.120918011024786,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00458221322401197,0.0160625875806875,3.08922141469744,5.97538211584029,6.87056151351871,2.88616070114285,3.78134009882127,0.895179397678421,10.5879122222204,0.0107450721399353,0.000108156484768681,3.26438199103307e-05,0.0153487320649447,0.00324959704549367,0.390588081040378,-3.20296805053077,1.29488968878307,2.51690701221435,-3.78665515910834,-2.16979966449751,-6.41606102935759,19.3138164300295,0.000131610682782135
"photoreceptor cell differentiation (GO:0046530)",0.543597591398215,0.641299344434495,0.8429055632845,0.0977017530362793,0.299307971886285,0.201606218850006,8,0.381587227537334,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.005943973543416,0.115034051703362,1.96295319782862,2.31575823521433,3.0437665602252,0.352805037385706,1.08081336239657,0.728008325010867,10.5879122222204,0.0764524828446024,0.0417359032222666,0.0116365042668939,0.731157560196115,0.303783461956477,0.482398264331774,-5.09505692840861,-4.77580098071162,-3.55497625785491,-7.05300932933885,-6.46391921923026,-6.55408738375929,3.3838435623331,0.0595589873883825
"disruption of cells of other organism involved in symbiotic interaction (GO:0051818)",0.540877808179017,0.142500437376241,-0.10939454443977,-0.398377370802775,-0.650272352618787,-0.251894981816012,8,0.253589255437382,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0493659597156584,0.0536045271361144,2.86117260345103,0.753808607480799,-0.578682779705547,-2.10736399597023,-3.43985538315658,-1.33249138718635,10.5879122222204,0.0160383799610996,0.467396921918794,0.57490626288674,0.0598043857740335,0.00583362781720107,0.210665391104673,-3.5995433481018,-6.83079433264045,-6.98831790166415,-5.1064382946398,-2.76482194398233,-5.94658019990146,4.52308853474122,0.0279570807640035
"detection of visible light (GO:0009584)",0.0126569389674116,-0.361406003819603,0.224577452446236,-0.374062942787015,0.211920513478825,0.585983456265839,8,0.0680129702320402,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00342011897475138,0.00851027618208784,0.168036059349647,-4.79809856581531,2.98153528471708,-4.96613462516496,2.81349922536743,7.77963385053239,10.5879122222204,0.869721515132324,0.000617918934707222,0.0129797576828946,0.000476071130282324,0.0174415717692182,1.07072056081761e-05,-6.85583582141262,-0.517494150631697,-3.66426623043075,-0.237358833744914,-3.86208312842625,3.83629773383487,20.8400854122148,9.38888909291781e-05
"cAMP biosynthetic process (GO:0006171)",0.72679965820241,0.827670565461486,0.509561755524157,0.100870907259076,-0.217237902678253,-0.31810880993733,8,0.254988340937677,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0101324956345678,0.0541421542156967,3.82553850981198,4.35647648685187,2.68209828786432,0.530937977039888,-1.14344022194766,-1.67437819898755,10.5879122222204,0.00301523533883628,0.00124964387500801,0.0219776364559734,0.606419200938944,0.278050510957932,0.123301925229134,-1.92562902339548,-1.24637215483154,-4.186687657951,-6.96903574225312,-6.3962142679117,-5.49017869828544,7.5333627543647,0.0056048745262341
"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)",0.341417042644016,0.275479105562263,0.367765025446488,-0.0659379370817528,0.0263479828024724,0.0922859198842252,8,0.0942001190979783,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00316179460963694,0.0117198972889754,3.86250382827674,3.11653774399871,4.16058263434276,-0.745966084278029,0.298078806066019,1.04404489034405,10.5879122222204,0.00283273546514991,0.0102430085541248,0.00172239306424534,0.471925300016861,0.771410693373038,0.319716025022889,-1.86232823799319,-3.39338931480884,-1.60910501218063,-6.82546132550235,-7.01765826453528,-6.27282528344439,7.27958954949799,0.00631003458733018
"positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)",0.299893596412398,0.208831378458156,0.317164514089687,-0.0910622179542422,0.0172709176772883,0.108333135631531,8,0.0871878046216548,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0008880202372844,0.0107588397081163,3.54103405396176,2.46580464372175,3.74496274190329,-1.07522941024001,0.203928687941533,1.27915809818155,10.5879122222204,0.00489938150556055,0.0321246336566456,0.00345664907741082,0.306163517678747,0.842275795536353,0.228163840613708,-2.4163153441581,-4.52333157355563,-2.32473930715552,-6.52390177101679,-7.04317916767916,-6.01136143104694,5.91296854751908,0.0125453950126361
"regulation of sodium ion transmembrane transport (GO:1902305)",0.149773141982952,0.160758348208211,0.368734825269828,0.0109852062252592,0.218961683286876,0.207976477061617,8,0.164828001200313,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00293921581467917,0.0255429114263408,1.14774225671167,1.23192414150419,2.82569047347319,0.0841818847925164,1.67794821676152,1.59376633196901,10.5879122222204,0.276346990727879,0.244635754017404,0.017071438041668,0.934482349188632,0.122590444064996,0.140377525031425,-6.19927687019793,-6.36083028010152,-3.9370664978837,-7.11643755546728,-5.71053065741615,-5.60366628019244,2.69702732648632,0.099166420714743
"mesenchymal cell differentiation (GO:0048762)",0.44003145011515,0.846364421497796,0.930240828494104,0.406332971382646,0.490209378378954,0.0838764069963076,8,0.43090583713251,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0592647287610969,0.145310863534986,1.41377502500372,2.7192803624654,2.98876648525821,1.30550533746169,1.57499146025449,0.269486122792803,10.5879122222204,0.186150083620284,0.02058633418336,0.0128159477252081,0.21937584959278,0.144642570934801,0.792734980727067,-5.88070498282412,-4.08807715832032,-3.651574959506,-6.26147630120111,-5.8558367262762,-6.79463998004236,3.76392261180172,0.0457480432400871
"positive regulation of sodium ion transmembrane transport (GO:1902307)",0.419947817115176,1.08639519316253,0.804971035492558,0.666447376047349,0.385023218377381,-0.281424157669967,8,0.179374766648964,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0292691243354347,0.0293261214307999,3.00340322943626,7.76973399695864,5.75703101449369,4.76633076752238,2.75362778505744,-2.01270298246494,10.5879122222204,0.0124907420513264,1.08324440446124e-05,0.000147239679031946,0.00064943984358877,0.0193792000203614,0.0702786414127211,-3.35245050709864,3.68716919120487,0.945455260065965,-0.5594142755394,-3.96610605516723,-4.98187092406353,22.8139919506032,6.24875230864285e-05
"response to nicotine (GO:0035094)",0.330897181846265,0.811383222874235,1.26542478592958,0.48048604102797,0.934527604083316,0.454041563055346,8,0.172773701573542,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0165778138116932,0.0275697374289994,2.44074485758893,5.98487849825298,9.33395389374499,3.54413364066405,6.89320903615607,3.34907539549202,10.5879122222204,0.0335640355786962,0.000106731019086145,1.95310860006833e-06,0.00487332671576034,3.17117089216342e-05,0.00682754195091153,-4.31907750332713,1.30870648543426,5.43683383229886,-2.6319583040389,2.6157393276306,-2.71762587307732,33.3653702454959,1.06925237797494e-05
"sensory perception of smell (GO:0007608)",0.382654959503887,0.412429331781287,0.519715546006619,0.0297743722774006,0.137060586502733,0.107286214225332,8,0.371669518189996,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00199622737665593,0.10938944014161,1.41698507610608,1.52724064739726,1.92452535690766,0.110255571291177,0.507540280801578,0.3972847095104,10.5879122222204,0.185233492414488,0.156005507233351,0.0815639896655742,0.914268705347559,0.622180595226677,0.699048902369511,-5.87657591283971,-5.98619148474995,-5.44146911980288,-7.11368358867779,-6.92746074200575,-6.74904134520207,1.41194951973299,0.293296192630342
