"","ConditionA_rep3","ConditionB_rep3","ConditionC_rep3","ConditionD_rep3","ConditionA_rep2","ConditionB_rep2","ConditionC_rep2","ConditionD_rep2","ConditionA_rep1","ConditionB_rep1","ConditionC_rep1","ConditionD_rep1"
"negative regulation of protein processing (GO:0010955)",0.0268683865021354,0.0851721892627547,-0.0157051441890066,-0.186941432702897,0.0950147140175656,0.028436034557322,0.0049641828380266,-0.164252112571236,0.0720706662062186,0.122417292838482,-0.00846240350472013,-0.143101115783619
"positive regulation of protein processing (GO:0010954)",0.141063244632096,-0.0274250335102279,-0.0391014333517108,-0.0696768971788916,0.00797550636363539,0.0414720087017778,-0.121935442378866,0.110182259193549,-0.00763391278726391,0.186238098655207,0.0302438455604359,-0.132331881221379
"hair follicle morphogenesis (GO:0031069)",0.147731800476755,-0.427445163072095,0.511349686281077,-0.209550097039638,0.503855077736853,0.361486706666865,-0.269580973121174,-0.650943801030345,0.403324423728518,0.145917942184352,-0.0422535490002789,-0.502367031580374
"regulation of nitric-oxide synthase activity (GO:0050999)",-0.281144219048584,0.267274802789355,-0.195393441796466,0.360861779511997,-0.316866674242657,0.330272565521604,-0.238890495351352,0.351905611187512,-0.182019660772653,0.176923145120108,-0.131061909944121,0.24442871143746
"heart morphogenesis (GO:0003007)",0.0329398162808662,-0.529717913714329,0.178522731379043,0.347650437750756,0.263146411326889,-0.396069763413414,0.309846431079262,-0.0584554256883763,0.0633158429756989,-0.484551730725856,0.321351106743437,0.347035492864654
"regulation of epidermal growth factor-activated receptor activity (GO:0007176)",0.0529866753588323,0.451626297612827,-0.276122290024964,-0.199916469346429,0.268957196158495,-0.185620945361901,0.117519574366314,-0.260989415136322,0.286721951073582,0.0861387703492869,0.292993702738109,-0.631407011804915
"peptide metabolic process (GO:0006518)",-0.00231508389712079,-0.184450563886741,0.233632636834156,-0.113463089020504,0.110626164884576,-0.221744605250082,0.191039782122604,0.00697956386055729,0.077528968790444,-0.119861660706699,0.103878472007861,-0.103008419110303
"alkaloid metabolic process (GO:0009820)",0.205116058739896,-0.602242223275007,0.647091648652549,0.0825832938575244,0.235665124429125,-0.73393336491405,0.711826938259908,0.0852676456655146,0.101847465656042,-0.666192957524183,0.825359229433121,-0.599381892581325
"negative regulation of lipid catabolic process (GO:0050995)",-0.00709917767871088,0.404511582938783,-0.22878860547323,-0.369875717722636,-0.219900745786982,0.309563670134713,-0.0865995339553789,0.0322325801864686,-0.526221000751292,0.401081143408757,-0.318442008157135,0.307032295500943
"regulation of lipid catabolic process (GO:0050994)",-0.121619939478515,0.165479685133589,0.181888283871165,-0.0983453017472726,-0.322922147151796,0.366791837046643,-0.216683588674076,0.081177610040044,-0.474062729055656,0.495997230603542,-0.120255566964172,0.00537845527588357
"positive regulation of lipid catabolic process (GO:0050996)",-0.0266361376249276,-0.0326721706204368,0.656290409369991,-0.643219341982287,-0.208600683762403,0.41808599349847,0.254082700080677,-0.437647945603973,-0.0205371248025415,0.470677473593351,0.34403728195817,-0.718199639735123
"relaxation of cardiac muscle (GO:0055119)",-0.115980478343739,-0.542142683116761,0.615394841124391,-0.433519740715922,-0.184285679267814,-0.349892967187448,0.309718142749451,0.0866506337518088,0.11783967351729,-0.303591532215196,0.569427584619719,-0.391252513059063
"tRNA aminoacylation for protein translation (GO:0006418)",-0.24766627817152,-0.0709509605336925,-0.170507140616864,0.342069716557361,-0.0309324782085912,0.14976953030183,-0.141421649974862,0.137276149159816,-0.3984387527679,0.240644180952745,-0.298720059937753,0.411298110142997
"regulation of translation (GO:0006417)",0.0778458265082971,-0.0509432711526482,-0.260513196109567,0.294017056415126,0.0596199472879594,-0.269235144725807,-0.0672831587362924,0.300188410263449,-0.0362983153149713,-0.0157701039609022,-0.138556026849513,0.242679051107313
"receptor clustering (GO:0043113)",-0.0192478221089279,0.0633539281793681,0.0370989811512819,-0.06875997949045,-0.293693775298071,0.247890884903923,0.181536073465703,0.123182516566326,-0.00957441241469933,-0.0199949228740989,0.158401784629979,0.0393796308296178
"small molecule biosynthetic process (GO:0044283)",-0.0281768633207673,0.018271610188298,0.0762840224612536,-0.0283345202773378,0.0242808230845811,0.0764352794528016,-0.00439078414532176,-0.099147898012089,-0.042097215781,-0.0156637688745117,0.0251823595775309,0.00979868694337549
"translational initiation (GO:0006413)",-0.221142132638597,-0.155231211565086,-0.465912376788609,0.603016049302999,-0.0504232255288357,-0.307601137872784,-0.46602123009633,0.633099784814988,-0.223298899768792,0.0193951386997764,-0.423856660150919,0.569162531755271
"regulation of vascular permeability (GO:0043114)",0.0178284090256395,0.575248877664942,-0.0939977364931268,-0.459795260471412,0.120342138067305,-0.110993617736216,-0.00252884463410524,0.13656709213305,-0.269314909032336,0.122016753595693,-0.0772367343357687,0.276218759658014
"positive regulation of vascular permeability (GO:0043117)",0.661297963050683,0.345257246941066,-0.735828201484396,0.0693715633186408,0.58076740881098,-0.586294015474595,-0.155493168371176,0.738851683755916,0.0198957839885981,-0.215695562924434,-0.731564819201118,0.96636665087636
"negative regulation of vascular permeability (GO:0043116)",-0.953381396640047,0.372340446493913,0.823622295910309,-0.579030475288269,0.502532703894804,-0.396968261487529,-0.00394757618827057,0.19752934709544,-0.82156955629255,0.0639507342491343,0.502921206379267,0.273553170727258
"asymmetric protein localization (GO:0008105)",-0.0804431682044767,-0.0891849734675999,-0.174343597376665,0.397115246922207,-0.172239284676721,-0.384935322247113,0.189559500926924,0.456701637936634,0.441663144577287,-0.261285865719648,0.094916924679447,-0.290510636802508
"cellular amino acid metabolic process (GO:0006520)",-0.0780710346017103,-0.0212002329044794,-0.044833618238117,0.0619415487237858,-0.000366848661266406,0.102441002940956,-0.106198739502523,0.0442983263260381,-0.107325133270568,0.117850592234758,-0.0757693394110742,0.0749493595969271
"response to axon injury (GO:0048678)",-0.384333103408521,0.103662682579162,0.206375573851017,-0.0405537470652563,0.00580575550392326,0.0434529249744328,-0.167936598609301,0.101387934542187,-0.417327733129457,0.173017987288126,0.14216675120221,0.164481314381887
"long-term memory (GO:0007616)",0.211173561939969,0.0486495024482799,0.467780958490551,-0.583004264729093,0.315209361795206,-0.0899628449700414,0.253994848979454,-0.281432754470858,-0.0922685548546449,0.263261954727257,0.304364045324552,-0.512409362098278
"arginine catabolic process (GO:0006527)",0.400317643535685,-0.717308907138494,0.703569172457353,0.042776465813595,-0.0759633607075586,-0.437874631619156,0.630672972270719,-0.244214825447667,-0.0311118130132475,-0.710202147820742,0.590966519267217,0.564120178239082
"short-term memory (GO:0007614)",0.238338770048243,-0.276113237216882,0.524099726810669,-0.792952013330954,0.100192419581931,0.691630464820418,-0.0262160454832651,-0.555347619129482,0.811591914087153,-0.815323492050742,0.489191822293076,-0.0990166044508518
"actin filament organization (GO:0007015)",0.217559273347526,-0.392439613997525,0.446601752404477,-0.121148446899806,0.0586246640160502,-0.334228313337148,0.449074619084024,-0.238513078268218,0.220472635664056,-0.405351899319044,0.42716269811582,-0.286656677655824
"7-methylguanosine RNA capping (GO:0009452)",0.0819256296035308,0.131712320212331,-0.355826092620289,0.185190042609987,-0.0374501130837059,-0.0843183009887945,0.0196676894371888,0.0510734832141105,-0.0495881821887913,0.0471440332298766,-0.156945220153218,0.34436251427776
"tissue remodeling (GO:0048771)",-0.079560177315366,-0.139218478088893,0.388842777451299,0.0556733282324652,0.0658574261692024,0.217535456042899,-0.0915642762922328,-0.335849118623716,-0.115859457332203,0.0869594828747076,0.0633095856183363,-0.196802353357305
"behavior (GO:0007610)",0.150204139591625,-0.00311967369208177,-0.0687468824081152,-0.213721429718066,0.187548037829025,-0.173646902667199,0.0884884463756005,-0.188850483485291,0.256367393068171,-0.167818489405405,0.184029690975783,-0.237364255794355
"RNA modification (GO:0009451)",-0.0708897240196775,0.302124842310755,-0.390500646231514,0.158495230711317,-0.203732296216046,0.256593172857851,-0.250422890133787,0.103766841605019,-0.21370874827017,0.36106151664528,-0.453866457461797,0.260632938933098
"mRNA transcription (GO:0009299)",-0.279783539229054,-0.281871721476655,0.128187986093289,0.305277082470953,-0.0392622765010273,0.394834302692339,-0.54629724973481,0.110864901835166,0.146304592192552,0.0655608214849817,-0.155924170616107,0.0619396494134681
"protein hydroxylation (GO:0018126)",0.490664013000731,-0.253757859020956,0.20042036074778,-0.431263563857697,0.117579905212503,-0.13707054217105,0.250856362253769,-0.142062632912669,0.381615974461069,-0.0368907644805515,0.238935186024929,-0.408136095679412
"metanephric epithelium development (GO:0072207)",-0.496114646748503,0.761382268758249,0.00236854571290007,-0.541082995620826,-0.709616295594611,0.819201010579497,-0.274909205747744,0.134544095859566,-0.155475897530497,0.462673874959905,0.413626318842601,-0.748904831486043
"mitotic nuclear envelope disassembly (GO:0007077)",-0.25073363793237,0.28113213424839,-0.192794050725011,0.105471764622937,-0.158217818649776,0.227116572597198,-0.247650515423516,0.351833316043921,-0.366244323821632,0.342316859147064,-0.385827103817287,0.34075335168774
"detection of chemical stimulus (GO:0009593)",-0.142826926674324,-0.143519708068556,0.291300209409543,-0.1392981830899,0.0335878575184303,0.229848087636435,-0.215822438431138,-0.110632584861083,-0.0534116767322034,0.076521739130427,0.238084747358813,-0.498421602579941
"negative regulation of establishment of protein localization to plasma membrane (GO:0090005)",-0.30561545387546,0.127849594077863,-0.078294034676316,-0.120165187234691,-0.44760827796618,0.144490108973751,0.106626950266908,-0.16703975710997,0.316556835206097,0.271207306086113,0.00925184357858727,-0.376412599083161
"positive regulation of establishment of protein localization to plasma membrane (GO:0090004)",-0.272526107938725,-0.00227314136194176,0.47740218987182,-0.326157067448136,-0.274410109313069,0.163573628756723,0.294191966000793,-0.438036973318151,0.0172721537688447,0.0333488024858406,0.213557861425841,-0.291954103852608
"regulation of establishment of protein localization to plasma membrane (GO:0090003)",-0.276369961644828,0.0415965392636135,0.333736446347198,-0.213261280314563,-0.327338108260988,0.165922379619128,0.197046418463553,-0.208345741792126,0.0859065306704643,0.00581714357899649,0.0700033647460519,-0.291018819326097
"establishment of protein localization to plasma membrane (GO:0090002)",-0.124668740293341,0.036452896677582,0.365073808672455,-0.359145167486856,0.0359313217959841,0.026516838008075,0.290414847080373,-0.298806374011938,-0.00924838678597324,0.216392536699388,0.0957919120713022,-0.45445674452177
"hormone metabolic process (GO:0042445)",-0.109336970914173,-0.208723891174769,0.185385471294122,0.0147088821687586,-0.128938086068621,0.0819257522864715,0.194559230999216,-0.167871524672449,0.0293218483684614,-0.0692570495957729,0.366896824017717,-0.261955633171369
"hormone biosynthetic process (GO:0042446)",-0.267132015741947,-0.0308971870761201,-0.180195592276341,0.580620781419658,-0.576840934473873,0.478859826119203,0.0431882654400566,-0.0157532174233546,-0.434578607554482,0.255116721496296,0.0380039191450751,0.0326019234670668
"hormone catabolic process (GO:0042447)",-0.725348869540954,0.493051168667095,-0.129174563882014,0.159923019538136,-0.613856477695662,0.72798386902743,-0.502426755535767,-0.153174603462615,-0.425773847125804,0.61844598862914,0.275703238293942,-0.663798752603177
"pigment metabolic process (GO:0042440)",-0.262610536908231,0.138095637708397,-0.391626417807926,0.398531086473227,-0.380253671440366,0.157952764048213,-0.280536896054109,0.397037114880922,-0.304293384137709,0.102957716296268,-0.246926563017652,0.473564202148987
"rhythmic process (GO:0048511)",0.198648009857564,-0.126619707401414,0.0706579707531746,-0.180542330255412,0.0249220390921489,-0.0994513377993518,0.126171294473706,0.010902921390393,0.0987811817335598,-0.0502226269714283,0.0858980829768427,-0.000981035456230073
"cotranslational protein targeting to membrane (GO:0006613)",-0.092812112968038,-0.13407056047483,-0.355314992648228,0.433321813713689,-0.0661258059513593,-0.260853194234446,-0.379075149917288,0.547522311798384,-0.0888094659546051,-0.0719312034769747,-0.265490548125297,0.350390090620128
"ncRNA catabolic process (GO:0034661)",-0.281642314695518,-0.240212566163543,-0.240644036270604,0.511113495990741,-0.163853419207081,0.270586891084847,-0.307280564408774,0.309012891058934,-0.390085916984329,0.0992687023003763,-0.199500925283357,0.543410364607295
"lymphocyte homeostasis (GO:0002260)",-0.0702491903565241,0.127166243650947,-0.00817678817074879,-0.243837891314378,-0.0988640939102316,0.272250085386557,-0.196446358897328,-0.0170787722843844,0.288469848617586,0.0232955272108235,-0.0281367895132499,-0.37451356353145
"myeloid cell homeostasis (GO:0002262)",-0.165785448267031,-0.327920864981105,0.598573051525413,-0.344642295959561,-0.265370157268899,-0.331442495318191,0.339971848734205,0.10886445226093,-0.36752769730042,-0.35280980489118,0.498701141805575,-0.121885471753523
"cell activation involved in immune response (GO:0002263)",0.121503617447477,-0.288731780165611,0.259897673782113,-0.123892078673284,-0.174426733073567,-0.175756640771984,0.304600698401974,-0.0976790441415979,0.126742146753153,-0.311310942380917,0.366676132531335,-0.255928663338354
"progesterone metabolic process (GO:0042448)",-0.146138132007279,0.367612080733801,-0.592536299807657,0.4165174776355,-0.149020790453919,-0.0148418383868902,0.219869881927637,-0.0518332687596031,-0.0456556082148489,-0.0256236214356653,0.00488500467573905,-0.115128098623615
"response to ischemia (GO:0002931)",0.185832450237359,-0.0540564312383351,0.220506053827532,-0.430573987834527,0.387580685545076,0.240398293029874,-0.0402716082292725,-0.259908228067725,0.203589967884908,0.0133595342493884,0.0906023503651088,-0.19311659941861
"glandular epithelial cell development (GO:0002068)",0.031501316786369,0.0584333543904139,0.37484620644059,-0.236382482268019,-0.917249477997202,0.791692987997454,-0.215825980290277,-0.161615961268278,0.0638485483789231,0.285211653024057,-0.392644575288583,-0.0587494805113603
"anatomical structure maturation (GO:0071695)",-0.0807054086800307,-0.387284990811558,0.130229408996009,-0.00981048111540789,0.010112182019309,0.269321461265979,0.260706694601668,-0.17774646188141,0.507759443857332,-0.304707396926332,0.416136977002611,-0.355354915898939
"regulation of Ras protein signal transduction (GO:0046578)",-0.207409856801443,0.0406464080170394,0.206890033811066,-0.151986310210637,-0.216528254795479,0.194603207154231,0.23454323378451,-0.243483961363374,-0.0891221080892831,0.0787846127551425,-0.0240993971431481,0.0143328924240428
"chondrocyte differentiation (GO:0002062)",0.200768276376272,-0.365636102876627,0.574588938990891,-0.284041333267999,-0.119134144414603,0.374617456621111,-0.386343926823654,-0.00252804550479346,0.418383227384644,0.0898793736713121,0.163455659209689,-0.629782905091993
"chondrocyte development (GO:0002063)",-0.508169410633465,0.605256440836038,0.240778169960899,-0.0270099510345813,0.146960707140163,0.541146738271999,-0.279631128955814,-0.525978170369615,0.322159270986185,0.485738216759881,-0.182893994458116,-0.704613212762576
"columnar/cuboidal epithelial cell development (GO:0002066)",0.209930150013767,-0.247138951717299,0.44127346570276,-0.161308256481337,-0.363411452682773,0.5579682490787,0.19466851735235,-0.28389242445343,0.166683465310507,-0.0836629741389341,0.0120452090851927,-0.220881973202235
"glandular epithelial cell differentiation (GO:0002067)",-0.769021032892927,-0.498030408831797,0.561474072402767,-0.154277551378731,0.357237528984576,0.633876392554834,-0.492591852546269,0.0127921667719792,-0.229331268964549,0.0445356917245844,0.2711913904842,-0.141089966647396
"epithelial cell development (GO:0002064)",-0.124284863938592,-0.122704904237778,0.371004843779778,-0.110927282692954,0.0869170199959505,0.0785524534280799,0.205647390271419,-0.382554553174922,-0.0653862734832514,-0.150314983921608,0.292582550547729,-0.20620420653877
"columnar/cuboidal epithelial cell differentiation (GO:0002065)",-0.341185444243204,0.153831641033003,0.36864846829723,-0.300154425826633,-0.41456423736483,0.35524464009436,0.0804243894211109,-0.00295283793255577,-0.391519498479688,0.0819328200847916,0.170264427241728,0.231366888995436
"negative regulation of locomotion (GO:0040013)",0.153059270487995,0.0426022323035404,0.120060166200427,-0.262311521875219,0.0248696738117527,0.0700590907631777,0.152397018378936,-0.15943147159948,-0.132385285618508,0.154774652123675,0.186211758257639,-0.324565602714894
"regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)",0.432124621686039,0.220610627189316,-0.333377742396739,-0.342393340846439,0.0412920826551178,-0.0107631074603549,0.28276281702772,-0.248913915763473,0.457472866546195,0.0466974125116787,-0.32554205854378,-0.185594065603819
"protein targeting to membrane (GO:0006612)",-0.0713877851483665,-0.0890731134893709,-0.250027603807151,0.359088129727184,-0.0480006364154062,-0.245776578259164,-0.295265232257918,0.47882416187033,-0.0564584947281401,-0.0670859883950342,-0.136728556985746,0.226428133647416
"cellular process involved in reproduction in multicellular organism (GO:0022412)",-0.106542774854147,-0.0921974850943979,0.00778547876996463,0.071483375189151,-0.153445987011135,0.0752515712555902,0.0415967037644495,0.122224599425142,0.150768477311027,0.139797512229791,-0.0405772862428482,-0.209172707845237
"erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222)",-0.174950895963326,-0.408870335534339,0.490387444182588,-0.0966619416882146,0.590817596543795,-0.790981644377837,0.620331405912962,-0.0708096435407695,-0.266597921735683,-0.538286105722673,0.608865233782333,-0.420001301780679
"nucleotide transport (GO:0006862)",-0.304950597999809,-0.44069976552243,0.559083728278077,-0.0518994930533028,0.269473475911592,0.23369865989711,-0.143530452690845,-0.414361929718503,0.193933168708457,0.173773379102975,0.64169979629197,-0.645100599850112
"erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process (GO:1902221)",-0.0895876125770054,-0.380535466406346,0.439878665341047,-0.190950952288463,0.514606544787877,-0.39249669118737,0.307119932352964,-0.0658270075247381,-0.299247540346944,-0.248983578143734,0.152416848333597,-0.31589964431246
"positive regulation of cell size (GO:0045793)",-0.565001253863932,0.175375336476099,0.14028807658544,-0.246248617911848,-0.0847608651814774,0.106414133065491,-0.0637389964584183,0.0563891960195936,0.499333582458246,0.162266710794284,-0.102027127582095,-0.609554630209182
"ketone body metabolic process (GO:1902224)",-0.4863265461539,0.669142044556796,-0.262581106489194,-0.349755306114455,-0.661310142986839,0.725334707107878,-0.701058619055225,0.00695009487535936,-0.339755243618191,0.726332266365563,-0.27837799402693,-0.450005436231237
"nuclear envelope reassembly (GO:0031468)",-0.066814411606561,0.0123087887623681,0.0771079562676018,0.2583713661718,-0.228412110637618,0.113212430753293,0.0593283387242748,0.139638832961794,-0.524284942554894,-0.155853601267511,-0.0790312735700463,0.569975063527734
"prostaglandin biosynthetic process (GO:0001516)",-0.206824552048518,0.593255803971376,0.327603868219621,-0.492504037306808,0.38415418071142,0.0901568138299902,0.027966503397079,-0.572350904950118,0.0951338941571539,0.313892310184706,-0.032232580186441,-0.628906160325488
"regulation of short-term neuronal synaptic plasticity (GO:0048172)",-0.674600627512794,0.603212443828633,0.107614348276879,-0.0487411475135581,0.314592545799125,0.327222417557655,0.421378621979712,-0.903033728207744,-0.143724386260556,-0.121130764371502,0.346068858378759,-0.128711307643781
"response to metal ion (GO:0010038)",-0.00404575491948625,-0.0902105465946289,0.24264175361827,-0.115845817461612,-0.0221373473692869,0.0730088930576396,-0.0481719853242799,-0.00915801132425545,-0.0744096393301943,0.0130032057044827,0.116492250817652,-0.138862214097921
"RNA methylation (GO:0001510)",0.0191062406208746,0.371548501460591,-0.521857218381976,0.272595030113747,-0.147454392963768,0.202984301013561,-0.369663849350025,0.214570369450857,-0.20852421367074,0.394337012234813,-0.590107849147034,0.482963930984456
"regulation of Golgi to plasma membrane protein transport (GO:0042996)",-0.293723187156925,-0.0815352007689932,0.321545587535543,-0.337908984107947,-0.378209168707223,0.0525258647364105,0.63467599623529,-0.561333736229222,0.0981640911714914,-0.00347606256910707,0.603796727180309,-0.522965731243062
"segment specification (GO:0007379)",-0.698756802074712,-0.67674161614853,0.368854649522063,0.868520246989482,0.094965260376216,-0.0205306380290959,0.565283926365534,-0.451111558823056,-0.0982312065698097,-0.0212811344353504,-0.442711041306878,0.499559602409799
"cytoplasmic sequestering of transcription factor (GO:0042994)",-0.0160553046525934,-0.432524575161748,0.123163645533454,0.438710288197109,-0.157150756215709,0.0807522123893913,0.121092359510744,0.0556828708129339,0.211890395503192,-0.0841025032405515,-0.570717357327124,0.633166370872031
"response to inorganic substance (GO:0010035)",-0.052322273754979,-0.00655840966329793,0.225597464216858,-0.0882809491756068,-0.0716180044977461,0.110197979739803,-0.0183656673794743,-0.063939660032809,-0.0366705857843049,0.0302626096016358,0.100281331448035,-0.123096183156382
"negative regulation of transcription factor import into nucleus (GO:0042992)",-0.0534541561288017,-0.296867973850824,0.0958739407793943,0.149031060164156,-0.268589782826927,0.0929765147903754,0.115980394633172,-0.0153649351710076,-0.00974285143086936,-0.0908420720941349,0.0510361109560484,0.22089258394143
"positive regulation of transcription factor import into nucleus (GO:0042993)",0.0120642883673435,-0.150273530888585,-0.0145196010932004,0.200752667313867,-0.0744146039102061,-0.0836563307493487,0.263966447538896,-0.0733585368418387,0.0696465232989678,0.103523182662517,-0.158107441060553,0.0200973871568652
"regulation of transcription factor import into nucleus (GO:0042990)",-0.00568715742882411,-0.22836446308418,0.0617317194789022,0.161051305613575,-0.243920957555662,0.0233529980464557,0.24781653201526,-0.11107933282364,0.0480921689504983,-0.0109360258185774,0.0601227191589863,0.164276717456583
"striated muscle contraction (GO:0006941)",-0.0993790376756087,-0.0696795708206768,0.109303827365304,-0.171105739397549,0.420988769015264,-0.145930543494679,0.0501808863172186,-0.115755677940232,0.119272301377803,-0.0783286420569861,-0.00368547911116099,0.158982237804009
"cellular response to extracellular stimulus (GO:0031668)",-0.0943791604415114,0.16726585842493,-0.122863552490779,0.0303126456932122,-0.163734319648334,0.0833506577835192,0.186653749051893,-0.0770005030521166,-0.19417210686652,0.174706320615521,-0.00948992942389845,0.00394750205885216
"cellular response to nutrient levels (GO:0031669)",-0.0548496043881225,0.147468715308294,-0.154985304710331,0.0506101422038229,-0.167723422003277,0.0527148276565685,0.153691245717878,0.0206714993617486,-0.304939718818438,0.279603740823899,-0.0995849243396174,0.0710320291431556
"peptidyl-serine modification (GO:0018209)",-0.152356327228092,-0.180756028359366,0.287631087804172,-0.0152182876680594,-0.133948153806487,-0.095700868490547,0.272202922261275,-0.117205714622804,0.00508657747032464,-0.145315054427472,0.399813262341955,-0.308013212679356
"peptidyl-proline modification (GO:0018208)",-0.0877449445759026,-0.150147509966061,-0.291495960190779,0.291553071033053,0.259259486720188,-0.0949654300523333,-0.0707966586573076,-0.0761862021011863,0.122306370931735,-0.169640724460534,-0.0117621467626675,0.145263873825565
"regulation of establishment of planar polarity (GO:0090175)",-0.254946921257073,-0.573055711838061,0.45310693535785,0.564345153836825,0.549897564701804,0.191050666919365,0.480387981620209,-0.742812006318997,0.559448540983861,-0.364475462213274,0.440914940939542,-0.176022323707696
"single strand break repair (GO:0000012)",-0.122889286640925,0.684011411717412,-0.045560079998187,-0.756652091102773,0.290612631567231,-0.381295681624773,0.0356181424035183,-0.123101286191054,-0.121623034222885,0.142975175823136,0.406673647931112,-0.389483794228738
"peptidyl-lysine modification (GO:0018205)",0.245017554669934,-0.0943989903692471,-0.0784914641801022,-0.13367910103949,0.0755088747401173,0.00702304948061772,-0.111895559810121,0.0263109678234497,0.196068998548448,0.0338943088062624,-0.191907255794963,0.10174070951125
"lipopolysaccharide-mediated signaling pathway (GO:0031663)",0.299747140987295,-0.200290930810132,0.384760634206505,-0.366436651856357,0.00626281658989669,0.222968132391863,0.0418618208199167,-0.195816415675696,0.0465255838931109,-0.175363504626505,0.384250260685356,-0.42463961582734
"planar cell polarity pathway involved in neural tube closure (GO:0090179)",0.627935190284329,-0.608400442128631,-0.534456985698116,0.779662012828925,0.602715932417486,0.658120534255231,0.315554592708257,-0.874467077214708,0.897711454864728,-0.20161112044953,-0.356296095827124,-0.518853819825055
"regulation of establishment of planar polarity involved in neural tube closure (GO:0090178)",0.0736192520509773,-0.772889944108824,0.391523399296504,0.683516773990667,0.560644346178127,0.501484078189928,0.331443010720729,-0.739260897031106,0.800728662568744,-0.127013611310509,-0.00742261528742483,-0.464473632035488
"regulation of DNA recombination (GO:0000018)",0.0326858070663092,0.214348169470495,-0.371054373467523,0.231113808553737,0.292243775193687,0.109306692121208,-0.180437659875944,-0.0163220327557869,0.301909398325051,0.186510176973044,-0.442607755584925,0.294774319395997
"regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)",-0.334983310447978,-0.502525855559202,0.620155478970851,0.290811951477348,-0.508085912433003,-0.357994244633831,0.443577009281289,0.451967640220729,-0.0108917446637377,-0.15139780991503,0.428325438261368,0.0318986708809965
"negative regulation of lipopolysaccharide-mediated signaling pathway (GO:0031665)",-0.420767136793181,-0.853033617133779,-0.214102222485471,0.91567977261961,-0.234773203623892,-0.311499178756663,-0.120953734407136,0.63871782725406,-0.299129275549549,-0.550549034268805,-0.165640296857795,0.818569398389388
"fatty acid derivative metabolic process (GO:1901568)",0.194236353167069,-0.096523288271638,0.21518038943922,-0.300204704024535,0.366501828751757,-0.181052591162324,0.288866124886242,-0.37128935934867,0.301029870028562,-0.0285013868019358,0.123819230792891,-0.388953561070971
"pyrimidine nucleoside monophosphate metabolic process (GO:0009129)",-0.392888786042059,0.111045645167121,-0.326380927455897,0.453092516344567,0.0192546743044546,0.034660615872859,-0.290811231649069,0.291193870821818,-0.454335867755977,0.300848366708283,-0.393289178733861,0.514828065526099
"hepatocyte differentiation (GO:0070365)",0.3598833312619,-0.639995098240986,0.545902527514003,-0.118729878098266,-0.00602689452513361,0.403212415512104,-0.22582092574945,0.00643890737277641,0.479593644770804,0.200093017038924,-0.0497041554951958,-0.563667846454355
"regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)",0.858360966366642,-0.0561364954125424,-0.582464702516913,-0.645355621422201,-0.0630033159640556,-0.175272382757053,0.203048051736897,0.0655297647244151,0.574293383862298,0.205979085181709,0.152352926938336,-0.735512395389339
"single-organism behavior (GO:0044708)",0.153801904801982,0.0641611701359614,-0.116052303860959,-0.242142682847524,0.193617779547615,-0.196545326275668,0.102036327227364,-0.222697288759676,0.32013170578016,-0.162465666318578,0.206216118574996,-0.306321137556951
"nucleotide biosynthetic process (GO:0009165)",-0.114109151302481,0.090610802858675,-0.0326877192338391,0.114754462105278,-0.0978020123278601,0.0800147310656626,-0.0594315639939588,0.0960522141892345,-0.199140480703334,0.114918398305277,0.00218874877206135,0.0783158869254086
"adult behavior (GO:0030534)",0.0606014237122571,0.0842059729684557,-0.128486106163415,-0.0713133525223661,0.14514569522927,-0.320329562881295,0.135627066508669,-0.105612068495814,0.121708416722458,-0.0617521167750718,0.303712224450905,-0.375547450382234
"peptidyl-lysine dimethylation (GO:0018027)",0.227655613096129,-0.497816058117108,0.359502382887187,-0.365718799368012,0.279960597748858,-0.12756073569311,0.502053712480258,-0.56290672936818,0.746222932685761,-0.18183254344392,0.502309625492754,-0.790326604444684
"regulation of calcium ion transmembrane transport (GO:1903169)",0.185364806420313,-0.38420859493605,0.281143857664061,-0.0697586851311486,0.0578829349287079,-0.328382394833587,0.207543171095334,0.0672648779834799,0.091028734110081,-0.0712921978237983,0.132766989837079,-0.205847915598407
"peptidyl-lysine trimethylation (GO:0018023)",0.407959473399377,-0.208211954006559,0.150474607789402,-0.266366725957981,0.0587461235155476,-0.429727251029209,0.0679813209230979,0.230953823875134,0.446868372899233,-0.294662657442762,0.0880562500162651,-0.306762047611014
"peptidyl-lysine methylation (GO:0018022)",0.316550425883943,-0.161877754747461,0.0321760081273966,-0.3179400776184,0.140291702413466,-0.342859375559871,0.243029131709094,0.000642230542050481,0.582193398142639,-0.195018634555235,0.118324559857854,-0.484734162577436
"ventricular septum development (GO:0003281)",0.36432787525831,0.100268435180753,0.079583135954488,-0.490762671719654,0.864265213646465,-0.512395389231103,0.330806884572844,-0.680260922549118,0.724932891204783,-0.786964618145375,0.716406126638242,-0.871151113216603
"organic acid biosynthetic process (GO:0016053)",0.0751502953777519,-0.0397173324666044,0.0216589312128676,0.0276203190235962,0.154449896636695,0.00228100222793874,-0.0102290107081341,-0.149289582543264,0.0764138754195883,-0.0785802123258005,-0.0392187784919434,0.0412161298526343
