	log(HR)	log(HR) lower 95%	log(HR) upper 95%	pvalue	BH-corrected pvalue	prognostic association
MLLT4	-0.24649005304444432	-0.5555056927797526	0.06252558669086394	0.11796114526017733	0.345358447846425	not prognostic
LTN1	0.356093492636906	-0.11586734854470415	0.8280543338185161	0.13919676181340604	0.3773020310370646	not prognostic
LYSMD3	-0.029539158209349537	-0.4004878102388519	0.3414094938201528	0.875974168812153	0.945005028723365	not prognostic
LZTR1	0.044103133599370646	-0.3852001171496981	0.47340638434843935	0.8404242823194044	0.9270969196162676	not prognostic
LZTS2	0.014611634071800213	-0.4352500396414509	0.46447330778505136	0.9492408096575654	0.9809040822788762	not prognostic
ACTG1	-0.02750492044263974	-0.4299756105173615	0.374965769632082	0.8934466222792836	0.9535138406563864	not prognostic
MACF1	-0.08651983549935632	-0.5636229943777105	0.3905833233789978	0.7222690697309061	0.8695004681055267	not prognostic
DOHH	-0.11052385298109911	-0.5185907012226675	0.2975429952604693	0.5955219049761671	0.7970859045076429	not prognostic
DLG1	-0.6087939640105045	-1.011024738197687	-0.206563189823322	0.003012185147694567	0.0476468085288153	favorable
MAD1L1	0.429160152803498	-0.0380464540798211	0.8963667596868171	0.07180436767567375	0.26090280186700776	not prognostic
DOCK9	-0.20533702671773355	-0.6546116284697905	0.24393757503432337	0.37036792616501857	0.633410514413641	not prognostic
MIER1	0.001184549370060207	-0.4650153629507207	0.4673844616908411	0.9960265538099907	0.9982565472137969	not prognostic
MADD	0.3069703252992607	-0.183729822870756	0.7976704734692774	0.2201584922476593	0.4842945899492122	not prognostic
MAEA	0.3468617319099272	-0.23555652250439663	0.929279986324251	0.2431033279237661	0.510676699883031	not prognostic
MITD1	0.0336968780860084	-0.3931782642330156	0.4605720204050324	0.8770447485890014	0.9458180720449686	not prognostic
ACTN4	-0.09639727146980004	-0.43972067896807143	0.24692613602847135	0.5821050169348414	0.7878437213329759	not prognostic
LRRC47	-0.0810373097521545	-0.4478777258988582	0.2858031063945492	0.6650379240282747	0.8376596136501328	not prognostic
DIS3L	-0.0066778680817597665	-0.42495656615661104	0.41160082999309155	0.9750374255425425	0.9903017664075306	not prognostic
DVL2	0.6487153575518416	0.2153073208545861	1.082123394249097	0.0033502352561976464	0.0509247134953099	not prognostic
MORC3	0.004156971004003536	-0.40861608608053385	0.4169300280885409	0.9842519927582968	0.994471063216909	not prognostic
MON2	0.3434008113704521	-0.07661701609395599	0.7634186388348602	0.10905842172365636	0.3303112482042948	not prognostic
LAMTOR1	-0.15383771630127185	-0.5267337677703	0.2190583351677563	0.4187566274427451	0.6703250644546571	not prognostic
LAMTOR3	0.029192609208397	-0.385796018245554	0.444181236662348	0.8903393884762061	0.9517860949286535	not prognostic
MON1B	0.01187992818463876	-0.4129005608656946	0.43666041723497206	0.9562860585183486	0.984208424176891	not prognostic
DIAPH1	-0.3295530365591678	-0.6601097546611411	0.0010036815428055013	0.05069969473569062	0.21666556895877714	not prognostic
MOB2	-0.07245790979682647	-0.5833459609960681	0.43843014140241515	0.7810303664672518	0.897403089191646	not prognostic
LARP7	-0.22422702842251144	-0.772431550541863	0.32397749369684015	0.42274621614035757	0.6728616663297105	not prognostic
DUS1L	-0.3391759839551565	-0.7128554189187148	0.03450345100840174	0.07524107898398306	0.26795281628623724	not prognostic
MMS19	0.2998599234235232	-0.06337465051923807	0.6630944973662845	0.10566193928996825	0.32441404062520085	not prognostic
LCMT1	0.12476012270794291	-0.2644250052408645	0.5139452506567503	0.5298068740500269	0.7491094351500144	not prognostic
LRRC40	-0.09527227937618726	-0.44218113855388474	0.2516365798015102	0.5903914462001963	0.793064458789251	not prognostic
ACIN1	0.18480465080697997	-0.44704108864056447	0.8166503902545243	0.5664701954520466	0.7772578789091453	not prognostic
DRG2	-0.07262862095231284	-0.4169621333530844	0.27170489144845866	0.6793093043220602	0.8474092519988023	not prognostic
LIN7C	-0.639628735219976	-1.0763385075374106	-0.2029189629025414	0.004096039450118083	0.056418217226011064	not prognostic
DRG1	0.15781708245664808	-0.22467619524182694	0.5403103601551231	0.4186975294276346	0.6703503184845516	not prognostic
LMTK2	-0.1694370615607124	-0.5111524361192095	0.1722783129977847	0.33113325623283996	0.6012241012071823	not prognostic
LOH12CR1	-0.4376827085962351	-0.8982414562232647	0.022876039030794493	0.0625168456181563	0.24188129594613372	not prognostic
DIP2B	0.40325655611203887	-0.054533603743945	0.8610467159680227	0.084260006185912	0.28392165426513744	not prognostic
LRBA	-0.33371635332689975	-0.7195531038655208	0.05212039721172135	0.09003671328503668	0.2952742469014408	not prognostic
DIS3	-0.24076426180132257	-0.631099109398071	0.14957058579542584	0.22668799267253095	0.49129450457447826	not prognostic
LRCH1	-0.4537591274760354	-0.8566824383994134	-0.05083581655265751	0.027296759609429736	0.15104319455081855	not prognostic
LRCH3	0.5582432936450982	0.05434201055935017	1.0621445767308462	0.02990611962817086	0.1589017739056461	not prognostic
LRP1	-0.17641498526840357	-0.5655356813466678	0.21270571080986064	0.3742258739990191	0.6361200398544177	not prognostic
DPP8	0.15439696252195678	-0.29052917183982613	0.5993230968837397	0.4964152145688805	0.7273985950957753	not prognostic
DST	-0.06293635339528263	-0.45520619849504484	0.32933349170447956	0.7531720589358074	0.8844634632282639	not prognostic
MICALL1	0.4180784329239171	0.0022706077715690665	0.8338862580762652	0.048762001770395615	0.2121312934161088	not prognostic
MICAL3	-0.251787866981098	-0.5844124562837012	0.08083672232150513	0.13790444741266134	0.3750481523953697	not prognostic
DMAP1	0.5242471906933064	-0.08066691254744274	1.1291612939340556	0.08939503870928214	0.2938156319986061	not prognostic
ACTR8	0.20137694953485238	-0.4593026093650704	0.8620565084347752	0.5502387373397657	0.7656648143305754	not prognostic
DNM1L	0.10049718468579477	-0.2831645391125441	0.4841589084841336	0.6076734896237042	0.8042129715596487	not prognostic
MFF	0.03331860141935737	-0.36427454437043744	0.4309117472091522	0.8695371435857289	0.9423757470673079	not prognostic
MATR3	0.20670952536060394	-0.318690740988678	0.7321097917098859	0.44063967440594476	0.6870510283797324	not prognostic
MAU2	0.7842389005803535	0.24732511021491344	1.3211526909457936	0.004199076269137881	0.05687493167563003	not prognostic
MBD2	-0.26404389751593493	-0.7417257207710871	0.21363792573921725	0.27863459175530225	0.5514181034450091	not prognostic
MBNL1	0.08510927150699535	-0.2973739490874219	0.4675924921014126	0.662744878105033	0.8365367113597011	not prognostic
DNAJC21	0.008485838495485773	-0.389789304352932	0.4067609813439036	0.9666900868764544	0.9892303517893355	not prognostic
DNAJC16	0.12712500902564022	-0.2072067686650198	0.46145678671630025	0.456121176511436	0.69913591736122	not prognostic
DNAJC13	0.5575504662744705	0.1167948275438701	0.9983061050050708	0.013162932990112177	0.10212109104027237	not prognostic
MCM3AP	0.47200641724680187	-0.10164945238186734	1.045662286875471	0.1068169919257948	0.3268395518495013	not prognostic
MCRS1	0.1748026358978516	-0.3598114320646184	0.7094167038603216	0.5216208180576676	0.7443530736484377	not prognostic
MARK3	0.01590396210587879	-0.42372376692636776	0.45553169113812536	0.9434744704356491	0.977766747749782	not prognostic
DNAJB1	0.21786179092007776	-0.10627118082196632	0.5419947626621219	0.187716481115698	0.4454348410890125	not prognostic
METTL3	-0.18903430895192033	-0.6205955684059312	0.24252695050209053	0.39060991277591806	0.6483371429519456	not prognostic
METTL16	0.2589194155795047	-0.13229861326264902	0.6501374444216584	0.19457583175984802	0.45271242768864844	not prognostic
METTL14	-0.1357910148434372	-0.5231987087140078	0.2516166790271334	0.4920885633948948	0.7243783143825211	not prognostic
MED1	0.22512624242951815	-0.3230757955378327	0.7733282803968691	0.42088632954627614	0.6715728583902709	not prognostic
MED10	0.21838466533994372	-0.29783841903352914	0.7346077497134166	0.4070198533430964	0.6618323187396916	not prognostic
ADAM10	0.17205830330048788	-0.2875324221999983	0.6316490288009741	0.46309663211047336	0.7038031144602052	not prognostic
MED12	0.36392015591557714	-0.13762258443373088	0.8654628962648852	0.15498190551602328	0.40137489154901834	not prognostic
MED14	0.2554901048844233	-0.3633206831166534	0.8743008928855001	0.4183910866907563	0.670099355839417	not prognostic
MED15	-0.2656407103010011	-0.7466668117137832	0.215385391111781	0.27908999650075816	0.551831435218924	not prognostic
DNAJB12	0.04679205903509643	-0.3264377389420691	0.42002185701226197	0.8058974862272028	0.9113553358838129	not prognostic
MED23	0.2966809396467441	-0.19854610493369618	0.7919079842271843	0.2403243378257311	0.5074584425834364	not prognostic
MED24	0.1533254551700048	-0.3469479546291266	0.6535988649691362	0.5480423054604454	0.7636766942859716	not prognostic
DNAJB2	-0.02287139496540587	-0.3458059734760823	0.30006318354527056	0.8895989174604667	0.9513352971838938	not prognostic
MARK2	0.424719719944499	-0.03717941921531459	0.8866188591043125	0.07151369750677368	0.26026916007241657	not prognostic
DNM2	0.49042422357490106	0.11648131613365875	0.8643671310161434	0.010155686688922506	0.09020224496619365	not prognostic
MAPKAP1	0.11477465718318751	-0.3330024035327515	0.5625517178991265	0.6154003160221819	0.8082263502048694	not prognostic
DOCK7	0.0457338581990272	-0.44777861322123436	0.5392463296192888	0.8558730326545751	0.9351514841782294	not prognostic
DOCK6	-0.06851189830490007	-0.5011242796848424	0.3641004830750423	0.756260362046739	0.8855347922318145	not prognostic
MIB2	-0.12913494774064382	-0.6361586709003502	0.3778887754190625	0.6176473804719632	0.8092780619589472	not prognostic
MIB1	-0.11934847631934564	-0.8045133229600772	0.5658163703213859	0.7327986997448729	0.8749995677268401	not prognostic
ACTR10	-0.00905327892708769	-0.5366650567116872	0.5185584988575117	0.9731714185346468	0.9902038538630177	not prognostic
ACTR1A	0.46797082586428834	0.05191893499150746	0.8840227167370692	0.027485895584571336	0.15124844693833261	not prognostic
ACTR1B	-0.07409233500139534	-0.5110429368235346	0.36285826682074396	0.7396288324549133	0.8774210861228089	not prognostic
MIA3	-0.27785684468603156	-0.6437851766597846	0.08807148728772157	0.13668744786251713	0.3734399513924675	not prognostic
DOCK4	0.15568209262186183	-0.19068510151194262	0.5020492867556663	0.37834626630275325	0.6398439973948904	not prognostic
MAGT1	0.08467555828270688	-0.29236638946256926	0.46171750602798306	0.6598168855558336	0.8343701379069743	not prognostic
MAN1A2	-0.28500091897203017	-0.694316176335431	0.12431433839137063	0.17234812398310556	0.42461000385821246	not prognostic
ACTR2	-0.08412509411568543	-0.5068636540642222	0.33861346583285135	0.6965118548508149	0.8568110245231308	not prognostic
DNTTIP2	0.10175910697989263	-0.40348601301497455	0.6070042269747599	0.6930293360424657	0.8552297237199443	not prognostic
MAP1S	0.007545313950902272	-0.4539949725181577	0.4690856004199623	0.974438781998981	0.9899183496240641	not prognostic
DNTTIP1	0.3966668128232117	-0.02640163483447905	0.8197352604809025	0.06611367043564977	0.25028147628345554	not prognostic
MAP2K2	0.13087626381853087	-0.3495281295119369	0.6112806571489986	0.5933749211572354	0.795520465576629	not prognostic
MAP3K11	-0.052995969683445575	-0.4906682610742465	0.3846763217073554	0.8124053505869865	0.9144411747303608	not prognostic
MAP3K2	0.06171258525658351	-0.5604615301832074	0.6838867006963745	0.8458579124301769	0.9299970391732009	not prognostic
MAP3K4	0.28452132772888783	-0.07215939589720277	0.6412020513549784	0.11794739515840472	0.3454311510805356	not prognostic
DMXL1	-0.33696772802423514	-0.7939981148719331	0.12006265882346273	0.14843594482261593	0.39040746592152775	not prognostic
MAP3K7	0.24210695700930723	-0.24329443827250574	0.7275083522911202	0.32827982996873356	0.5993249016537666	not prognostic
MAP4K2	0.25147029879143645	-0.1363593495919878	0.6392999471748607	0.20378254900824933	0.4635328153635305	not prognostic
MAP4K5	0.30735163396769294	-0.07939341659841787	0.6940966845338037	0.11932561941364826	0.3466327938385441	not prognostic
ACTR5	-0.06308835700673486	-0.6357183527932962	0.5095416387798265	0.829038347274897	0.9221493754692698	not prognostic
MAPK14	0.335833607335759	-0.15343939538657125	0.8251066100580893	0.17852652320130707	0.43280475554327164	not prognostic
MAPK3	0.5177311624225367	0.12951764611568717	0.9059446787293862	0.008952662344421694	0.08340602078002854	not prognostic
MAPK9	0.05821669768352449	-0.3466496372852649	0.4630830326523139	0.77807547320734	0.8958474423386464	not prognostic
ACAP2	0.2860545053731018	-0.09126725732915403	0.6633762680753577	0.13730969555438433	0.3744543723114233	not prognostic
AGK	-0.07690975251517075	-0.4062359191986016	0.2524164141682601	0.6471510602679635	0.8286532383551312	not prognostic
DHX8	0.17726451086795394	-0.22119150932525686	0.5757205310611647	0.3832379412642306	0.6426539217341556	not prognostic
DHX38	0.00579630510313393	-0.41552615679188726	0.42711876699815515	0.978488427766827	0.9916693336876163	not prognostic
DDX6	0.7643137285207613	0.14122382915691167	1.387403627884611	0.016208284348436984	0.11381393707573044	not prognostic
EIF2B4	-0.4630656574568081	-0.9536237112588994	0.027492396345283276	0.06429603722296624	0.24610620831860486	not prognostic
EIF2B3	-0.06137888746872559	-0.4730625261984922	0.350304751261041	0.7701217340565445	0.892543674434724	not prognostic
EIF2B2	-0.37730664722547946	-0.8485872733681362	0.09397397891717729	0.11661425441979997	0.3434366512567333	not prognostic
EIF2B1	-0.2606382202331538	-0.7858115381828796	0.26453509771657197	0.3306972771956779	0.6012860931626531	not prognostic
EIF2AK4	-0.023653109909737135	-0.4527601979493985	0.40545397812992423	0.913966709940401	0.9640367523676261	not prognostic
AFG3L2	-0.3990555186609887	-0.7167818019165362	-0.08132923540544124	0.013829525878067003	0.10466250649732366	not prognostic
ILKAP	0.47693829790432685	0.017478085203001592	0.936398510605652	0.04189899804538855	0.19366119230788006	not prognostic
ABCE1	0.07069835593747723	-0.4140762918602082	0.5554730037351627	0.7750034413186166	0.8951884673107438	not prognostic
EHMT2	0.6944621217818099	0.23366860204591483	1.1552556415177049	0.0031382368817901426	0.04852613955555639	unfavorable
MYCBP2	0.3492411791207612	-0.0837239369063339	0.7822062951478563	0.11388739352544401	0.33897401404032584	not prognostic
INPP5B	-0.18452419025193106	-0.569340795349834	0.20029241484597182	0.34730666471562355	0.615242692758009	not prognostic
EIF2B5	-0.04648081995966523	-0.4384070117462172	0.3454453718268867	0.81619349188322	0.9157118211567004	not prognostic
INPPL1	0.2743195738265021	-0.08688522138829308	0.6355243690412973	0.13661678600119076	0.37336083182804053	not prognostic
ABCF3	-0.0312952638181189	-0.5279102923973404	0.4653197647611026	0.9017021913166919	0.9568495577644119	not prognostic
DENND4B	0.04218373191160036	-0.40074540919359664	0.48511287301679734	0.8519246678029874	0.9331149438267857	not prognostic
INTS1	0.28535776137542207	-0.24533627401701258	0.8160517967678567	0.291935181622875	0.5659800088933739	not prognostic
INTS10	0.07959341682386609	-0.3898056157304548	0.5489924493781869	0.7396322882911391	0.8773089397284802	not prognostic
MVB12A	0.339905589588827	-0.06501946789994317	0.7448306470775972	0.09991838697204881	0.3138839714248256	not prognostic
DENND4C	0.02713857969225246	-0.36991403632722514	0.4241911957117301	0.8934312763536398	0.9536111370045467	not prognostic
INTS2	0.2822536491216341	-0.22377672795620696	0.7882840261994751	0.27429335080552375	0.5473029573795083	not prognostic
INTS3	0.15271568741645902	-0.278439502950103	0.583870877783021	0.4875432470928067	0.7224387108940581	not prognostic
INTS4	0.12178768282438406	-0.3954244441239115	0.6389998097726796	0.6444314957280763	0.8271821048392067	not prognostic
INTS7	0.7297345177819069	0.2617631659392497	1.1977058696245642	0.0022409885263886646	0.040946061789301456	unfavorable
INTS8	0.12134335097938885	-0.39755334974648227	0.64024005170526	0.6467116739284388	0.8284460747862802	not prognostic
INTS9	0.19315751011040105	-0.2316341889842074	0.6179492092050095	0.3728125394012797	0.6348023326853665	not prognostic
DENND4A	0.04167971537817163	-0.33735151926092977	0.420710950017273	0.8293579525371166	0.922275710975631	not prognostic
IP6K1	0.16029051579890424	-0.1762569082537394	0.4968379398515479	0.35056705706938873	0.6180832733245839	not prognostic
IKBKG	0.3083208566175147	-0.07926917018650503	0.6959108834215344	0.11896895031125686	0.3460458129099034	not prognostic
IKBKAP	0.22766023106043035	-0.10209215320242851	0.5574126153232892	0.1760063445105065	0.42972042607105665	not prognostic
EIF4E2	0.5771511836824413	-0.0317293177548883	1.186031685119771	0.06319337602709212	0.24292412862625837	not prognostic
EIF4E	-0.02275324924942084	-0.4731755056100938	0.4276690071112521	0.9211316673909077	0.9683996968237197	not prognostic
AGAP3	-0.06739188417087931	-0.4909234765876822	0.35613970824592356	0.7551413538720148	0.8848031070823384	not prognostic
EIF4B	0.3786124054498056	-0.0831460043596905	0.8403708152593017	0.10804443284415223	0.3286856293760431	not prognostic
EIF4A3	0.6331579545231024	0.115387590742144	1.1509283183040608	0.016541146982181013	0.11488975091657612	not prognostic
EIF4A1	0.40866795142276713	-0.13231217454544397	0.9496480773909782	0.13871354437964004	0.3763340493427022	not prognostic
NAA35	-0.24925093969580664	-0.8123232481919582	0.313821368800345	0.38561205286478095	0.6443420510075372	not prognostic
NAA30	-0.14513199653857717	-0.5663596748290791	0.2760956817519248	0.49948754382836436	0.7286804594908499	not prognostic
EIF3L	0.5244989700879903	-0.14860326490314046	1.197601205079121	0.12669748999983219	0.35783048200898976	not prognostic
EIF3J	0.05585613044798429	-0.4139160394114588	0.5256283003074274	0.8157298534031889	0.9156506240620299	not prognostic
EIF3H	0.4102113059000253	-0.15254456816475115	0.9729671799648018	0.1530955525175795	0.39763982642584544	not prognostic
EIF3G	0.09998104013269686	-0.4955194115471961	0.6954814918125898	0.7421054392395121	0.8786128005172378	not prognostic
MYO18A	-0.386881387690566	-0.7834577227798591	0.00969494739872706	0.05586984432557039	0.2279866528016553	not prognostic
EIF3F	0.18743081098934167	-0.29012457289286736	0.6649861948715508	0.44174720001915935	0.687460921566406	not prognostic
NAA15	0.26080433024852817	-0.13314159709975582	0.6547502575968122	0.19443978202342221	0.4527488604566188	not prognostic
MED8	0.5130778004434211	-0.06554042458189058	1.0916960254687327	0.08221826424887203	0.279779597043007	not prognostic
EIF3C;EIF3CL	0.41842394636087643	-0.2313109435040911	1.068158836225844	0.20687655900039495	0.4678367852312543	not prognostic
EIF3B	0.6776031498746732	0.09308378111855187	1.2621225186307945	0.02308136869053406	0.13972109120104897	not prognostic
EIF3A	0.19704839693162787	-0.41024917175434394	0.8043459656175997	0.5248123686735194	0.7464090765264527	not prognostic
AFTPH	0.2186008271276554	-0.3794443163348682	0.816645970590179	0.4737338590418071	0.7117535224033057	not prognostic
EIF2S3;EIF2S3L	0.48828941315462454	-0.09952324727234602	1.0761020735815952	0.103499402013234	0.3205223611983687	not prognostic
DDX54	-0.07761691320093787	-0.4353800608078847	0.28014623440600894	0.670679751432238	0.8425137946643506	not prognostic
EIF2S2	0.2303344897043909	-0.2875109096938679	0.7481798891026497	0.3833283631770178	0.6425648446964688	not prognostic
MYO9B	0.08061510585855078	-0.32314537194164095	0.48437558365874256	0.695554944157444	0.8565754353564782	not prognostic
EIF2S1	0.3759807678143104	-0.21449746922142415	0.966459004850045	0.21203606594960142	0.47352429494806225	not prognostic
IK	0.3272113560953469	-0.19550377447048373	0.8499264866611775	0.21985782013594238	0.4839899345161279	not prognostic
EIF3E	0.36316749761179784	-0.19383133443300055	0.9201663296565963	0.20128063102659413	0.46124020721297604	not prognostic
IPO11	0.19815536309129758	-0.278571820051833	0.6748825462344282	0.4152587790680552	0.6678304021908206	not prognostic
IPO13	-0.13862333229945933	-0.5699779207777997	0.2927312561788811	0.5287805159001369	0.7488408666330156	not prognostic
IRAK4	-0.1920462336528548	-0.6039914088625172	0.21989894155680764	0.36086251743223097	0.6250342655389367	not prognostic
KIAA0355	0.4228019643623495	-0.0061794259271048535	0.8517833546518039	0.053392724297211494	0.22264790900462716	not prognostic
KIAA1033	0.23782314108472133	-0.2606370678177158	0.7362833499871585	0.349721621850164	0.6172004100974804	not prognostic
KIAA1279	0.3089938632854729	-0.09469024720552327	0.712677973776469	0.13355622642913026	0.369052128154322	not prognostic
KIAA1429	0.3361332917029609	-0.21951757395996507	0.8917841573658869	0.2357593413227178	0.501962754545135	not prognostic
KIAA1468	-0.20285570229368688	-0.5626421411425702	0.15693073655519635	0.269128451117033	0.5421932994713763	not prognostic
KIF13A	0.1710407325509279	-0.18760446785119594	0.5296859329530517	0.3499314183786809	0.6174489532409007	not prognostic
DHX16	0.531412901785932	0.06652249213887146	0.9963033114329927	0.025063616496886747	0.14477068290104972	not prognostic
KIF16B	0.24731477580450195	-0.18713962658023736	0.6817691781892412	0.26454339886127837	0.5366999886709779	not prognostic
MRPL54	-0.1384598988661122	-0.4974725461207435	0.22055274838851907	0.44971123326922224	0.6943032715053193	not prognostic
KIF1B	0.15473124151476358	-0.3396874342543166	0.6491499172838437	0.5396235919091228	0.7565377416790442	not prognostic
KLC4	-0.21254243330265063	-0.630803278100857	0.20571841149555573	0.31926441866743954	0.5920410812613062	not prognostic
E2F4	0.5777453126750309	0.1220305890895021	1.0334600362605597	0.012962418903564034	0.1011791948069824	not prognostic
KIAA0196	0.12823000611153124	-0.2723194585789042	0.5287794708019666	0.5303619584800846	0.7493026060079213	not prognostic
DYRK1A	0.3193241362758851	-0.11873890378042096	0.7573871763321911	0.15308841598287498	0.39773667681215313	not prognostic
KPNA3	0.015519574983518324	-0.34761248920838916	0.37865163917542577	0.9332431652044149	0.9741548394631137	not prognostic
KPNA6	0.17356760580681205	-0.2655236414561831	0.6126588530698073	0.43848697902665135	0.6856049464243118	not prognostic
KPNB1	0.47279474645035424	0.11123920739234905	0.8343502855083594	0.010377715039340494	0.09100066870442257	not prognostic
KRIT1	-0.2290490079574303	-0.6145900160065121	0.1564920000916515	0.24425789579841933	0.511900969354693	not prognostic
DYNC1LI1	0.5381636461341633	0.07222039307280947	1.0041068991955173	0.023589188254783407	0.1411724615274571	not prognostic
KTI12	-0.2376404414467701	-0.6654508334670758	0.19016995057353558	0.27627637251616155	0.5493009911475004	not prognostic
MRE11A	-0.12127317992267751	-0.5293002861484207	0.28675392630306573	0.5602047320261421	0.7734021535589899	not prognostic
DHX36	0.00799379872697998	-0.4369395729394363	0.45292717039339625	0.9719096832728258	0.9901578737302696	not prognostic
KXD1	-0.6550280219027522	-1.1077875520151133	-0.2022684917903913	0.004574399214416938	0.05867420654251411	not prognostic
DYNC1I2	0.6697161307085043	0.1750521780451436	1.164380083371865	0.007964807767095837	0.07759404128270841	not prognostic
DYNC1H1	0.5952058164554208	0.13218451329592062	1.058227119614921	0.011752179153798992	0.09670704040805365	not prognostic
ADO	0.4171797644212898	-0.024337075150298704	0.8586966039928783	0.0640361900244899	0.24532135613575443	not prognostic
KPNA1	0.1461394441115328	-0.4087497971870344	0.7010286854101	0.6057220037260633	0.8038880965549133	not prognostic
KIAA0100	-0.1519043226498514	-0.6378893933395448	0.3340807480398419	0.5401237829062706	0.7567649809639814	not prognostic
DGCR8	0.36807630941744807	-0.19385260728588627	0.9300052261207824	0.19920449045721556	0.458949511853693	not prognostic
KDM5A	0.10496205901835869	-0.3555152192149274	0.5654393372516447	0.6550498815840275	0.8317489136039992	not prognostic
IRF2BPL	-0.2394443637780022	-0.570996081039074	0.09210735348306953	0.1569300136128571	0.4043149386693265	not prognostic
IRF3	0.04134589741804917	-0.30001599178183075	0.3827077866179291	0.8123529494024383	0.914497165346414	not prognostic
IST1	0.2609818094484328	-0.12476465555291444	0.64672827444978	0.18482670192705244	0.4420928299099387	not prognostic
MTOR	-0.1722297985975065	-0.6475544264182413	0.3030948292232283	0.47759492425692207	0.7153935681566377	not prognostic
ISY1	0.40862782454606633	-0.09932902574130814	0.9165846748334407	0.11486445558654604	0.3406364593793795	not prognostic
ITCH	-0.20326112859601092	-0.6529126008980648	0.246390343706043	0.37562557210954706	0.6375309473169242	not prognostic
ITFG2	0.1508185567181842	-0.2603113471837566	0.5619484606201249	0.47214610738106055	0.7105604470301959	not prognostic
MTMR3	0.432100252096024	-0.051181306081596434	0.9153818102736444	0.07970564548370415	0.27404172197219784	not prognostic
MTMR2	0.30348004838228076	-0.10230897984839515	0.7092690766129567	0.14269982135811693	0.38194065788317516	not prognostic
MTMR14	-0.5921205058053222	-1.0346394299295127	-0.14960158168113152	0.008727048949883423	0.08190070151814076	not prognostic
EFTUD1	0.011536543502856426	-0.4131556169086271	0.43622870391434	0.9575395613474647	0.9848192639567893	not prognostic
EEF2	0.21905163866143773	-0.23216966236843112	0.6702729396913065	0.3413548302080506	0.609888204919712	not prognostic
EEF1A1;EEF1A1P5	0.17316378929595885	-0.35059366990164176	0.6969212484935595	0.5169850035209183	0.7411636087306296	not prognostic
ITSN2	0.005699045702012195	-0.5339337674677647	0.545331858871789	0.9834856710583374	0.9940333272731198	not prognostic
MTMR1	-0.4468686165848304	-0.8934952088284986	-0.00024202434116216143	0.049875980948188146	0.21457936445417033	not prognostic
ABI1	0.04674338087101258	-0.44316671978369987	0.536653481525725	0.8516571853508599	0.9331644572813913	not prognostic
MTM1	-0.42002897153079427	-0.856913564209103	0.016855621147514488	0.05951821316341581	0.23630446228472804	not prognostic
EDEM3	0.20653506858711826	-0.13568001046725367	0.5487501476414902	0.23685448143197532	0.5032174115473363	not prognostic
KARS	0.06519245303477603	-0.28575445662266163	0.41613936269221374	0.7157937834521355	0.8662478701334102	not prognostic
KBTBD2	0.7273726805770004	0.177335818224162	1.2774095429298389	0.009545572612120426	0.08667496105102858	not prognostic
KCMF1	0.416101292714798	-0.022128467254201145	0.8543310526837972	0.06274483268018824	0.24244906645909592	not prognostic
EDC4	0.4920569176205868	0.09951293912787967	0.8846008961132938	0.01401689849271949	0.10545654807169547	not prognostic
MTA1	0.048809636680007214	-0.3355629514226847	0.43318222478269913	0.8034486147612155	0.9110024630138251	not prognostic
KCTD10	0.21332746645426412	-0.24264346779662424	0.6692984007051525	0.3591555064995271	0.6236460918716575	not prognostic
KCTD9	0.10954403922620472	-0.37886734480546413	0.5979554232578735	0.6602316948652331	0.8344232586290842	not prognostic
ECM29	0.06381191427043906	-0.3614566097490185	0.48908043828989667	0.7686858375832895	0.8916875231774023	not prognostic
KDM1A	1.123242604991565	0.6039898360124144	1.6424953739707155	2.2374366444982288e-05	0.0091053501264512	unfavorable
DYM	-0.00343891390343915	-0.44242959901062273	0.43555177120374444	0.9877499718293997	0.995869988489709	not prognostic
BLOC1S2	0.1382390060550459	-0.3182472477203011	0.5947252598303929	0.5528189100382503	0.7673469304763497	not prognostic
AP5Z1	0.43735112530992726	-0.032638956945484354	0.9073412075653389	0.06817441696004227	0.25379025157723845	not prognostic
CYB5R4	0.1604562868874891	-0.25168593046674015	0.5725985042417183	0.4454286223358489	0.6907885771302364	not prognostic
STK38	0.08834601922687085	-0.32718426739307194	0.5038763058468136	0.6768916127075036	0.8468712421143488	not prognostic
STK38L	0.1760913042843122	-0.321571282142292	0.6737538907109164	0.4879912742708713	0.7227437350780994	not prognostic
CAPN1	-0.22872030447942535	-0.5752463932607828	0.11780578430193209	0.19578625902801194	0.4536424371319334	not prognostic
STRAP	0.2007426195085495	-0.2465807187830884	0.6480659578001874	0.3790970024480429	0.640025544581808	not prognostic
ATP6V1A	0.11923372118069907	-0.19321226291260263	0.4316797052740008	0.4544906539675907	0.6977117326769272	not prognostic
ATP6V1B2	0.31047812678558034	0.01795594137245765	0.6030003121987031	0.03750051792152089	0.18011917218421486	not prognostic
STRIP1	0.5067822814420929	-0.05769177295216399	1.0712563358363498	0.07846769434182548	0.272400646546089	not prognostic
STRN	0.5712326827363141	-0.1080415211790422	1.2505068866516704	0.09930688290250016	0.31284114096625054	not prognostic
STRN3	-0.010651608904133213	-0.5638512708526393	0.5425480530443729	0.9698964035691715	0.9899090858589594	not prognostic
STRN4	0.7044347483600728	0.2699381280756248	1.1389313686445208	0.0014848735860527459	0.03365588155931705	unfavorable
STT3A	0.05343092549850653	-0.39715950414858076	0.5040213551455939	0.8162179144571083	0.9156244816607556	not prognostic
